date,period,ad_format,traffic_scene,billing_method,category,advertiser_tier,monetizable_vv,opportunities,requests,filled_requests,impressions,clicks,actual_ad_spend,revenue
2026-07-04,current,搜索广告,直播,CPC,数码,中腰部,2443875,2737140,2526380,2104475,1965580,32039,150956.54,150956.54
2026-07-04,current,直播广告,直播,CPM,服饰,成长型,2520831,2924164,2699003,2315745,2162906,36986,181251.52,181251.52
2026-07-05,current,信息流,首页推荐,CPM,服饰,头部,1734199,1872935,1661293,1342325,1221516,13437,66939.08,66939.08
2026-07-05,current,搜索广告,首页推荐,CPC,美妆,中腰部,1642345,1839426,1631571,1359099,1236780,14594,76433.0,76433.0
2026-07-05,current,直播广告,首页推荐,CPM,食品,成长型,1695757,1967078,1744798,1497037,1362304,17165,93726.52,93726.52
2026-07-05,current,信息流,搜索,CPM,美妆,中腰部,1975944,2134020,1918484,1550135,1423024,17788,85096.84,85096.84
2026-07-05,current,搜索广告,搜索,CPC,食品,成长型,1951854,2186076,1965282,1637080,1502839,19988,100389.65,100389.65
2026-07-05,current,直播广告,搜索,CPM,数码,头部,1931077,2240049,2013804,1727844,1586161,22365,117058.68,117058.68
2026-07-05,current,信息流,商品详情,CPM,食品,成长型,2248866,2428775,2212614,1787792,1655495,23177,107276.08,107276.08
2026-07-05,current,搜索广告,商品详情,CPC,数码,头部,2157971,2416928,2201821,1834117,1698392,25136,121944.55,121944.55
2026-07-05,current,直播广告,商品详情,CPM,服饰,中腰部,2290794,2657321,2420819,2077063,1923360,30004,151560.77,151560.77
2026-07-05,current,信息流,直播,CPM,数码,头部,2394704,2586280,2387136,1928806,1801505,27923,125745.05,125745.05
2026-07-05,current,搜索广告,直播,CPC,服饰,中腰部,2579572,2889121,2666659,2221327,2074719,33818,159338.42,159338.42
2026-07-05,current,直播广告,直播,CPM,美妆,成长型,2487671,2885698,2663499,2285282,2134453,36499,178867.16,178867.16
2026-07-06,current,信息流,首页推荐,CPM,美妆,头部,1684275,1819017,1613468,1303682,1186351,13050,65012.03,65012.03
2026-07-06,current,搜索广告,首页推荐,CPC,食品,中腰部,1730652,1938330,1719299,1432176,1303280,15379,80542.7,80542.7
2026-07-06,current,直播广告,首页推荐,CPM,数码,成长型,1721302,1996710,1771082,1519588,1382825,17424,95138.36,95138.36
2026-07-06,current,信息流,搜索,CPM,食品,中腰部,2017463,2178860,1958795,1582706,1452924,18162,86884.86,86884.86
2026-07-06,current,搜索广告,搜索,CPC,数码,成长型,1903114,2131488,1916208,1596201,1465313,19489,97882.91,97882.91
2026-07-06,current,直播广告,搜索,CPM,服饰,头部,1974051,2289899,2058619,1766295,1621459,22863,119663.67,119663.67
2026-07-06,current,信息流,商品详情,CPM,数码,成长型,2177803,2352027,2142697,1731299,1603183,22445,103886.26,103886.26
2026-07-06,current,搜索广告,商品详情,CPC,服饰,头部,2267596,2539708,2313674,1927290,1784671,26413,128139.38,128139.38
2026-07-06,current,直播广告,商品详情,CPM,美妆,中腰部,2231668,2588735,2358338,2023454,1873718,29230,147648.98,147648.98
2026-07-06,current,信息流,直播,CPM,服饰,头部,2536057,2738942,2528043,2042659,1907844,29572,133167.51,133167.51
2026-07-06,current,搜索广告,直播,CPC,美妆,中腰部,2583519,2893541,2670738,2224725,2077893,33870,159582.18,159582.18
2026-07-06,current,直播广告,直播,CPM,食品,成长型,2540914,2947460,2720506,2334194,2180137,37280,182695.48,182695.48
2026-07-07,current,信息流,首页推荐,CPM,食品,头部,1692538,1827941,1621384,1310078,1192171,13114,65330.97,65330.97
2026-07-07,current,搜索广告,首页推荐,CPC,数码,中腰部,1669276,1869589,1658325,1381385,1257060,14833,77686.31,77686.31
2026-07-07,current,直播广告,首页推荐,CPM,服饰,成长型,1665376,1931836,1713539,1470216,1337897,16858,92047.31,92047.31
2026-07-07,current,信息流,搜索,CPM,数码,中腰部,1983848,2142556,1926158,1556336,1428716,17859,85437.22,85437.22
2026-07-07,current,搜索广告,搜索,CPC,服饰,成长型,1962578,2198087,1976080,1646075,1511097,20098,100941.28,100941.28
2026-07-07,current,直播广告,搜索,CPM,美妆,头部,1999490,2319408,2085148,1789057,1642354,23157,121205.73,121205.73
2026-07-07,current,信息流,商品详情,CPM,服饰,成长型,2133982,2304701,2099583,1696463,1570925,21993,101795.94,101795.94
2026-07-07,current,搜索广告,商品详情,CPC,美妆,头部,2213007,2478568,2257975,1880893,1741707,25777,125054.56,125054.56
2026-07-07,current,直播广告,商品详情,CPM,食品,中腰部,2224856,2580833,2351139,2017277,1867999,29141,147198.32,147198.32
2026-07-07,current,信息流,直播,CPM,美妆,头部,2564607,2769776,2556503,2065654,1929321,29904,134666.61,134666.61
2026-07-07,current,搜索广告,直播,CPC,食品,中腰部,2581756,2891567,2668916,2223207,2076475,33847,159473.28,159473.28
2026-07-07,current,直播广告,直播,CPM,数码,成长型,2511272,2913076,2688769,2306964,2154704,36845,180564.2,180564.2
2026-07-08,current,信息流,首页推荐,CPM,数码,头部,1695284,1830907,1624015,1312204,1194106,13135,65437.01,65437.01
2026-07-08,current,搜索广告,首页推荐,CPC,服饰,中腰部,1746534,1956118,1735077,1445319,1315240,15520,81281.83,81281.83
2026-07-08,current,直播广告,首页推荐,CPM,美妆,成长型,1709391,1982894,1758827,1509074,1373257,17303,94480.08,94480.08
2026-07-08,current,信息流,搜索,CPM,服饰,中腰部,1937343,2092330,1881005,1519852,1395224,17440,83434.4,83434.4
2026-07-08,current,搜索广告,搜索,CPC,美妆,成长型,1989420,2228150,2003107,1668588,1531764,20372,102321.84,102321.84
2026-07-08,current,直播广告,搜索,CPM,食品,头部,1967870,2282729,2052173,1760764,1616381,22791,119288.92,119288.92
2026-07-08,current,信息流,商品详情,CPM,美妆,成长型,2235267,2414088,2199234,1776981,1645484,23037,106627.36,106627.36
2026-07-08,current,搜索广告,商品详情,CPC,食品,头部,2212848,2478390,2257813,1880758,1741582,25775,125045.59,125045.59
2026-07-08,current,直播广告,商品详情,CPM,数码,中腰部,2279338,2644032,2408713,2066676,1913742,29854,150802.87,150802.87
2026-07-08,current,信息流,直播,CPM,食品,头部,2555080,2759486,2547006,2057981,1922154,29793,134166.35,134166.35
2026-07-08,current,搜索广告,直播,CPC,数码,中腰部,2518481,2820699,2603505,2168720,2025584,33017,155564.85,155564.85
2026-07-08,current,直播广告,直播,CPM,服饰,成长型,2459168,2852635,2632982,2259099,2109998,36081,176817.83,176817.83
2026-07-09,current,信息流,首页推荐,CPM,服饰,头部,1647965,1779802,1578684,1275577,1160775,12769,63610.47,63610.47
2026-07-09,current,搜索广告,首页推荐,CPC,美妆,中腰部,1721409,1927978,1710116,1424527,1296320,15297,80112.58,80112.58
2026-07-09,current,直播广告,首页推荐,CPM,食品,成长型,1681772,1950856,1730409,1484691,1351069,17023,92953.55,92953.55
2026-07-09,current,信息流,搜索,CPM,美妆,中腰部,1872849,2022677,1818387,1469257,1348778,16860,80656.92,80656.92
2026-07-09,current,搜索广告,搜索,CPC,食品,成长型,1953517,2187939,1966957,1638475,1504120,20005,100475.22,100475.22
2026-07-09,current,直播广告,搜索,CPM,数码,头部,1943549,2254517,2026811,1739004,1596406,22509,117814.76,117814.76
2026-07-09,current,信息流,商品详情,CPM,食品,成长型,2277736,2459955,2241019,1810743,1676748,23474,108653.27,108653.27
2026-07-09,current,搜索广告,商品详情,CPC,数码,头部,2241599,2510591,2287148,1905194,1764210,26110,126670.28,126670.28
2026-07-09,current,直播广告,商品详情,CPM,服饰,中腰部,2219276,2574360,2345242,2012218,1863314,29068,146829.14,146829.14
2026-07-09,current,信息流,直播,CPM,数码,头部,2543238,2746697,2535201,2048442,1913245,29655,133544.5,133544.5
2026-07-09,current,搜索广告,直播,CPC,服饰,中腰部,2417115,2707169,2498717,2081431,1944057,31688,149303.58,149303.58
2026-07-09,current,直播广告,直播,CPM,美妆,成长型,2513935,2916165,2691620,2309410,2156989,36885,180755.68,180755.68
2026-07-10,current,信息流,首页推荐,CPM,美妆,头部,1626144,1756236,1557781,1258687,1145405,12599,62768.19,62768.19
2026-07-10,current,搜索广告,首页推荐,CPC,食品,中腰部,1650741,1848830,1639912,1366047,1243103,14669,76823.77,76823.77
2026-07-10,current,直播广告,首页推荐,CPM,数码,成长型,1743793,2022800,1794224,1539444,1400894,17651,96381.51,96381.51
2026-07-10,current,信息流,搜索,CPM,食品,中腰部,1980812,2139277,1923210,1553954,1426530,17832,85306.49,85306.49
2026-07-10,current,搜索广告,搜索,CPC,数码,成长型,2003737,2244185,2017522,1680596,1542787,20519,103058.17,103058.17
2026-07-10,current,直播广告,搜索,CPM,服饰,头部,2021572,2345024,2108177,1808816,1660493,23413,122544.38,122544.38
2026-07-10,current,信息流,商品详情,CPM,数码,成长型,2239825,2419011,2203719,1780605,1648840,23084,106844.83,106844.83
2026-07-10,current,搜索广告,商品详情,CPC,服饰,头部,2182376,2444261,2226722,1854859,1717599,25420,123323.61,123323.61
2026-07-10,current,直播广告,商品详情,CPM,美妆,中腰部,2191061,2541631,2315426,1986636,1839625,28698,144962.45,144962.45
2026-07-10,current,信息流,直播,CPM,服饰,头部,2548220,2752078,2540168,2052456,1916994,29713,133806.18,133806.18
2026-07-10,current,搜索广告,直播,CPC,美妆,中腰部,2576010,2885131,2662976,2218259,2071854,33771,159118.39,159118.39
2026-07-10,current,直播广告,直播,CPM,食品,成长型,2414739,2801097,2585413,2218284,2071877,35429,173623.29,173623.29
2026-07-11,current,信息流,首页推荐,CPM,食品,头部,1744137,1883668,1670814,1350018,1228516,13514,67322.68,67322.68
2026-07-11,current,搜索广告,首页推荐,CPC,数码,中腰部,1657947,1856901,1647071,1372010,1248529,14733,77159.09,77159.09
2026-07-11,current,直播广告,首页推荐,CPM,服饰,成长型,1713409,1987554,1762960,1512620,1376484,17344,94702.1,94702.1
2026-07-11,current,信息流,搜索,CPM,数码,中腰部,1912397,2065389,1856785,1500282,1377259,17216,82360.09,82360.09
2026-07-11,current,搜索广告,搜索,CPC,服饰,成长型,1985662,2223941,1999323,1665436,1528870,20334,102128.52,102128.52
2026-07-11,current,直播广告,搜索,CPM,美妆,头部,1909623,2215163,1991432,1708649,1568540,22116,115758.25,115758.25
2026-07-11,current,信息流,商品详情,CPM,服饰,成长型,2265913,2447186,2229386,1801344,1668045,23353,108089.32,108089.32
2026-07-11,current,搜索广告,商品详情,CPC,美妆,头部,2202679,2467000,2247437,1872115,1733578,25657,124470.9,124470.9
2026-07-11,current,直播广告,商品详情,CPM,食品,中腰部,2227800,2584248,2354250,2019947,1870471,29179,147393.11,147393.11
2026-07-11,current,信息流,直播,CPM,美妆,头部,2435395,2630227,2427700,1961582,1832118,28398,127881.84,127881.84
2026-07-11,current,搜索广告,直播,CPC,食品,中腰部,2411660,2701059,2493077,2076733,1939669,31617,148966.58,148966.58
2026-07-11,current,直播广告,直播,CPM,数码,成长型,2577990,2990468,2760202,2368253,2211948,37824,185361.24,185361.24
2026-07-12,current,信息流,首页推荐,CPM,数码,头部,1630325,1760751,1561786,1261923,1148350,12632,62929.58,62929.58
2026-07-12,current,搜索广告,首页推荐,CPC,服饰,中腰部,1658048,1857014,1647171,1372093,1248605,14734,77163.79,77163.79
2026-07-12,current,直播广告,首页推荐,CPM,美妆,成长型,1668427,1935375,1716678,1472910,1340348,16888,92215.94,92215.94
2026-07-12,current,信息流,搜索,CPM,服饰,中腰部,2020630,2182280,1961870,1585191,1455205,18190,87021.26,87021.26
2026-07-12,current,搜索广告,搜索,CPC,美妆,成长型,1940233,2173061,1953582,1627334,1493893,19869,99792.05,99792.05
2026-07-12,current,直播广告,搜索,CPM,食品,头部,1902081,2206414,1983566,1701900,1562344,22029,115300.99,115300.99
2026-07-12,current,信息流,商品详情,CPM,美妆,成长型,2238339,2417406,2202257,1779424,1647747,23068,106774.01,106774.01
2026-07-12,current,搜索广告,商品详情,CPC,食品,头部,2232573,2500482,2277939,1897523,1757106,26005,126160.21,126160.21
2026-07-12,current,直播广告,商品详情,CPM,数码,中腰部,2297504,2665105,2427911,2083148,1928995,30092,152004.81,152004.81
2026-07-12,current,信息流,直播,CPM,食品,头部,2453288,2649551,2445536,1975993,1845577,28606,128821.27,128821.27
2026-07-12,current,搜索广告,直播,CPC,数码,中腰部,2551689,2857892,2637834,2197316,2052293,33452,157616.1,157616.1
2026-07-12,current,直播广告,直播,CPM,服饰,成长型,2576956,2989269,2759095,2367304,2211062,37809,185287.0,185287.0
2026-07-13,current,信息流,首页推荐,CPM,服饰,头部,1724750,1862730,1652242,1335012,1214861,13363,66574.38,66574.38
2026-07-13,current,搜索广告,首页推荐,CPC,美妆,中腰部,1743615,1952849,1732177,1442903,1313042,15494,81146.0,81146.0
2026-07-13,current,直播广告,首页推荐,CPM,食品,成长型,1659801,1925369,1707802,1465294,1333418,16801,91739.16,91739.16
2026-07-13,current,信息流,搜索,CPM,美妆,中腰部,1939854,2095042,1883443,1521822,1397033,17463,83542.57,83542.57
2026-07-13,current,搜索广告,搜索,CPC,食品,成长型,1972319,2208997,1985888,1654245,1518597,20197,101442.28,101442.28
2026-07-13,current,直播广告,搜索,CPM,数码,头部,2016844,2339539,2103246,1804585,1656609,23358,122257.74,122257.74
2026-07-13,current,信息流,商品详情,CPM,食品,成长型,2230929,2409403,2194966,1773533,1642292,22992,106420.52,106420.52
2026-07-13,current,搜索广告,商品详情,CPC,数码,头部,2205728,2470415,2250548,1874706,1735978,25692,124643.22,124643.22
2026-07-13,current,直播广告,商品详情,CPM,服饰,中腰部,2243873,2602893,2371236,2034520,1883966,29390,148456.52,148456.52
2026-07-13,current,信息流,直播,CPM,数码,头部,2508555,2709239,2500628,2020507,1887154,29251,131723.35,131723.35
2026-07-13,current,搜索广告,直播,CPC,服饰,中腰部,2479600,2777152,2563311,2135238,1994312,32507,153163.16,153163.16
2026-07-13,current,直播广告,直播,CPM,美妆,成长型,2450919,2843066,2624150,2251521,2102921,35960,176224.78,176224.78
2026-07-14,current,信息流,首页推荐,CPM,美妆,头部,1618259,1747720,1550228,1252584,1139851,12538,62463.83,62463.83
2026-07-14,current,搜索广告,首页推荐,CPC,食品,中腰部,1664522,1864265,1653603,1377451,1253480,14791,77465.06,77465.06
2026-07-14,current,直播广告,首页推荐,CPM,数码,成长型,1721512,1996954,1771298,1519774,1382994,17426,95149.99,95149.99
2026-07-14,current,信息流,搜索,CPM,食品,中腰部,1889521,2040683,1834574,1482336,1360784,17010,81374.88,81374.88
2026-07-14,current,搜索广告,搜索,CPC,数码,成长型,1985224,2223451,1998882,1665069,1528533,20329,102106.0,102106.0
2026-07-14,current,直播广告,搜索,CPM,服饰,头部,1986355,2304172,2071451,1777305,1631566,23005,120409.57,120409.57
2026-07-14,current,信息流,商品详情,CPM,数码,成长型,2191514,2366835,2156187,1742199,1613276,22586,104540.28,104540.28
2026-07-14,current,搜索广告,商品详情,CPC,服饰,头部,2185468,2447724,2229877,1857488,1720034,25457,123498.44,123498.44
2026-07-14,current,直播广告,商品详情,CPM,美妆,中腰部,2293315,2660245,2423483,2079348,1925476,30037,151727.51,151727.51
2026-07-14,current,信息流,直播,CPM,服饰,头部,2494725,2694303,2486842,2009368,1876750,29090,130997.15,130997.15
2026-07-14,current,搜索广告,直播,CPC,美妆,中腰部,2539168,2843868,2624890,2186533,2042222,33288,156842.65,156842.65
2026-07-14,current,直播广告,直播,CPM,食品,成长型,2504849,2905625,2681892,2301063,2149193,36751,180102.37,180102.37
