date,merchant_id,impressions
2025-06-27,M033,15275417
2025-06-27,M034,21503431
2025-06-27,M035,22589539
2025-06-27,M036,13629078
2025-06-27,M037,14660599
2025-06-27,M038,17751642
2025-06-27,M039,18430270
2025-06-27,M040,17117663
2025-06-27,M041,18530057
2025-06-27,M042,21611542
2025-06-27,M043,18187402
2025-06-27,M044,14992742
2025-06-27,M045,18858459
2025-06-27,M046,19134170
2025-06-27,M047,22670359
2025-06-27,M048,17333802
2025-06-28,M001,7281956
2025-06-28,M002,6057718
2025-06-28,M003,8036157
2025-06-28,M004,6716439
2025-06-28,M005,12690698
2025-06-28,M006,10035004
2025-06-28,M007,12532455
2025-06-28,M008,5874932
2025-06-28,M009,11296737
2025-06-28,M010,8943429
2025-06-28,M011,9265261
2025-06-28,M012,8094852
2025-06-28,M013,15695175
2025-06-28,M014,13641600
2025-06-28,M015,8986645
2025-06-28,M016,8363880
2025-06-28,M017,13313184
2025-06-28,M018,11604241
2025-06-28,M019,12527697
2025-06-28,M020,9996097
2025-06-28,M021,18172385
2025-06-28,M022,9219832
2025-06-28,M023,10699068
2025-06-28,M024,9270489
2025-06-28,M025,17060496
2025-06-28,M026,13654807
2025-06-28,M027,16417578
2025-06-28,M028,11411484
2025-06-28,M029,14531921
2025-06-28,M030,11417073
2025-06-28,M031,13011753
2025-06-28,M032,11606789
2025-06-28,M033,20267294
2025-06-28,M034,16266088
2025-06-28,M035,19862878
2025-06-28,M036,11644235
2025-06-28,M037,16756054
2025-06-28,M038,13483192
2025-06-28,M039,16631559
2025-06-28,M040,12615489
2025-06-28,M041,23369526
2025-06-28,M042,19697711
2025-06-28,M043,14849923
2025-06-28,M044,13081732
2025-06-28,M045,20946002
2025-06-28,M046,14993151
2025-06-28,M047,17113462
2025-06-28,M048,15160995
2025-06-29,M001,6551129
2025-06-29,M002,5575032
2025-06-29,M003,7518286
2025-06-29,M004,8801021
2025-06-29,M005,11151488
2025-06-29,M006,9251986
2025-06-29,M007,11787646
2025-06-29,M008,8045788
2025-06-29,M009,10135050
2025-06-29,M010,6726076
2025-06-29,M011,10156345
2025-06-29,M012,10762758
2025-06-29,M013,15952020
2025-06-29,M014,11244835
2025-06-29,M015,8509532
2025-06-29,M016,10104771
2025-06-29,M017,14647430
2025-06-29,M018,10235586
2025-06-29,M019,12483621
2025-06-29,M020,12601508
2025-06-29,M021,18390390
2025-06-29,M022,8092299
2025-06-29,M023,10883839
2025-06-29,M024,11874126
2025-06-29,M025,15344251
2025-06-29,M026,12864188
2025-06-29,M027,16893185
2025-06-29,M028,15612832
2025-06-29,M029,14213823
2025-06-29,M030,9754728
2025-06-29,M031,12597576
2025-06-29,M032,14583140
2025-06-29,M033,19274980
2025-06-29,M034,13029436
2025-06-29,M035,19699620
2025-06-29,M036,13465874
2025-06-29,M037,15477245
2025-06-29,M038,11652316
2025-06-29,M039,15482043
2025-06-29,M040,17502293
2025-06-29,M041,23575821
2025-06-29,M042,16053475
2025-06-29,M043,13764157
2025-06-29,M044,17370142
2025-06-29,M045,21303059
2025-06-29,M046,13749419
2025-06-29,M047,16938319
2025-06-29,M048,19975702
2025-06-30,M001,4127736
2025-06-30,M002,8398254
2025-06-30,M003,7065523
2025-06-30,M004,14536289
2025-06-30,M005,7692046
2025-06-30,M006,14925105
2025-06-30,M007,11845204
2025-06-30,M008,11656853
2025-06-30,M009,6064291
2025-06-30,M010,11574606
2025-06-30,M011,8960334
2025-06-30,M012,18125889
2025-06-30,M013,8853883
2025-06-30,M014,18119479
2025-06-30,M015,8421305
2025-06-30,M016,15981308
2025-06-30,M017,8042688
2025-06-30,M018,17020932
2025-06-30,M019,11088706
2025-06-30,M020,21262602
2025-06-30,M021,10992636
2025-06-30,M022,12997558
2025-06-30,M023,10143217
2025-06-30,M024,20182923
2025-06-30,M025,9654368
2025-06-30,M026,18498863
2025-06-30,M027,15762265
2025-06-30,M028,24862964
2025-06-30,M029,8523729
2025-06-30,M030,14892075
2025-06-30,M031,13290129
2025-06-30,M032,21531338
2025-06-30,M033,11394186
2025-06-30,M034,20402117
2025-06-30,M035,17305992
2025-06-30,M036,20811261
2025-06-30,M037,9584140
2025-06-30,M038,17704459
2025-06-30,M039,15747240
2025-06-30,M040,25441436
2025-06-30,M041,14040432
2025-06-30,M042,23929602
2025-06-30,M043,14858992
2025-06-30,M044,24241753
2025-06-30,M045,13615719
2025-06-30,M046,21346134
2025-06-30,M047,15890508
2025-06-30,M048,29219881
2025-07-01,M001,7052724
2025-07-01,M002,5818258
2025-07-01,M003,7565163
2025-07-01,M004,8612203
2025-07-01,M005,12691664
2025-07-01,M006,9501403
2025-07-01,M007,13950764
2025-07-01,M008,7982520
2025-07-01,M009,10703842
2025-07-01,M010,7716767
2025-07-01,M011,10316993
2025-07-01,M012,11236569
2025-07-01,M013,15518373
2025-07-01,M014,12443906
2025-07-01,M015,9672063
2025-07-01,M016,10003254
2025-07-01,M017,15705537
2025-07-01,M018,10125763
2025-07-01,M019,12893439
2025-07-01,M020,14532732
2025-07-01,M021,19794297
2025-07-01,M022,8217622
2025-07-01,M023,12743781
2025-07-01,M024,13339019
2025-07-01,M025,17817954
2025-07-01,M026,12984366
2025-07-01,M027,16471986
2025-07-01,M028,15770904
2025-07-01,M029,14797891
2025-07-01,M030,10740977
2025-07-01,M031,14539646
2025-07-01,M032,15016708
2025-07-01,M033,21714160
2025-07-01,M034,14501913
2025-07-01,M035,20921991
2025-07-01,M036,15944641
2025-07-01,M037,16677150
2025-07-01,M038,12618288
2025-07-01,M039,16492114
2025-07-01,M040,18472404
2025-07-01,M041,24900477
2025-07-01,M042,16231999
2025-07-01,M043,16210547
2025-07-01,M044,18235547
2025-07-01,M045,22039247
2025-07-01,M046,14600468
2025-07-01,M047,19177071
2025-07-01,M048,19794073
2025-07-02,M001,3853538
2025-07-02,M002,8585397
2025-07-02,M003,6343107
2025-07-02,M004,13473257
2025-07-02,M005,7402033
2025-07-02,M006,12752211
2025-07-02,M007,11102299
2025-07-02,M008,11060222
2025-07-02,M009,6834566
2025-07-02,M010,10129277
2025-07-02,M011,9088149
2025-07-02,M012,16018335
2025-07-02,M013,8441734
2025-07-02,M014,16331256
2025-07-02,M015,7983318
2025-07-02,M016,15452463
2025-07-02,M017,8551918
2025-07-02,M018,15620436
2025-07-02,M019,11017945
2025-07-02,M020,18530892
2025-07-02,M021,10025345
2025-07-02,M022,12631421
2025-07-02,M023,9619339
2025-07-02,M024,18815349
2025-07-02,M025,10598547
2025-07-02,M026,18033145
2025-07-02,M027,13583571
2025-07-02,M028,23081993
2025-07-02,M029,8020305
2025-07-02,M030,16054446
2025-07-02,M031,12868491
2025-07-02,M032,23664372
2025-07-02,M033,10827608
2025-07-02,M034,20165276
2025-07-02,M035,17584129
2025-07-02,M036,21682264
2025-07-02,M037,10142617
2025-07-02,M038,18170797
2025-07-02,M039,13234192
2025-07-02,M040,24648399
2025-07-02,M041,14021147
2025-07-02,M042,24928087
2025-07-02,M043,12623053
2025-07-02,M044,22932148
2025-07-02,M045,12933420
2025-07-02,M046,19807479
2025-07-02,M047,15044072
2025-07-02,M048,28205535
2025-07-03,M001,5866836
2025-07-03,M002,7023584
2025-07-03,M003,10013311
2025-07-03,M004,7735313
2025-07-03,M005,10059299
2025-07-03,M006,12639994
2025-07-03,M007,15418073
2025-07-03,M008,7158024
2025-07-03,M009,9033228
2025-07-03,M010,10232342
2025-07-03,M011,11513089
2025-07-03,M012,10239320
2025-07-03,M013,12530195
2025-07-03,M014,15618024
2025-07-03,M015,10276942
2025-07-03,M016,9089431
2025-07-03,M017,11046916
2025-07-03,M018,13552345
2025-07-03,M019,15290977
2025-07-03,M020,12404615
2025-07-03,M021,13818446
2025-07-03,M022,12120828
2025-07-03,M023,12658535
2025-07-03,M024,11955156
2025-07-03,M025,14208783
2025-07-03,M026,17937558
2025-07-03,M027,19095082
2025-07-03,M028,14210898
2025-07-03,M029,10397478
2025-07-03,M030,13225180
2025-07-03,M031,16251330
2025-07-03,M032,12771719
2025-07-03,M033,17128675
2025-07-03,M034,18811587
2025-07-03,M035,20885445
2025-07-03,M036,12303098
2025-07-03,M037,13021369
2025-07-03,M038,16767458
2025-07-03,M039,19835203
2025-07-03,M040,16714918
2025-07-03,M041,18605871
2025-07-03,M042,22750313
2025-07-03,M043,18685410
2025-07-03,M044,14428374
2025-07-03,M045,16484069
2025-07-03,M046,17959716
2025-07-03,M047,21067923
2025-07-03,M048,18638034
2025-07-04,M001,7232504
2025-07-04,M002,6405778
2025-07-04,M003,7964670
2025-07-04,M004,7325104
2025-07-04,M005,13958503
2025-07-04,M006,10612896
2025-07-04,M007,13962087
2025-07-04,M008,6051498
2025-07-04,M009,12394455
2025-07-04,M010,9410183
2025-07-04,M011,10207838
2025-07-04,M012,9490532
2025-07-04,M013,16185688
2025-07-04,M014,12725461
2025-07-04,M015,10080348
2025-07-04,M016,7736206
2025-07-04,M017,15082078
2025-07-04,M018,12996202
2025-07-04,M019,12146321
2025-07-04,M020,11000932
2025-07-04,M021,20171700
2025-07-04,M022,9535620
2025-07-04,M023,11434473
2025-07-04,M024,9826025
2025-07-04,M025,16743671
2025-07-04,M026,16337264
2025-07-04,M027,17983065
2025-07-04,M028,13449003
2025-07-04,M029,13933123
2025-07-04,M030,13470396
2025-07-04,M031,14194345
2025-07-04,M032,11707392
2025-07-04,M033,22325585
2025-07-04,M034,17548679
2025-07-04,M035,21033143
2025-07-04,M036,10677236
2025-07-04,M037,17089322
2025-07-04,M038,15937617
2025-07-04,M039,18152601
2025-07-04,M040,13999750
2025-07-04,M041,23332576
2025-07-04,M042,18453302
2025-07-04,M043,14949619
2025-07-04,M044,14277624
2025-07-04,M045,21574489
2025-07-04,M046,17789396
2025-07-04,M047,19444922
2025-07-04,M048,16804827
2025-07-05,M001,5965692
2025-07-05,M002,4981819
2025-07-05,M003,7438764
2025-07-05,M004,8586051
2025-07-05,M005,11618360
2025-07-05,M006,8853479
2025-07-05,M007,11403965
2025-07-05,M008,6997556
2025-07-05,M009,9555035
2025-07-05,M010,7171825
2025-07-05,M011,9519416
2025-07-05,M012,10193882
2025-07-05,M013,14273835
2025-07-05,M014,10697267
2025-07-05,M015,8369785
2025-07-05,M016,9588549
2025-07-05,M017,12148519
2025-07-05,M018,9023924
2025-07-05,M019,12143144
2025-07-05,M020,11797967
2025-07-05,M021,16461108
2025-07-05,M022,7337521
2025-07-05,M023,11369534
2025-07-05,M024,12182949
2025-07-05,M025,16552702
2025-07-05,M026,11539312
2025-07-05,M027,16049126
2025-07-05,M028,15480672
2025-07-05,M029,13964474
2025-07-05,M030,9750076
2025-07-05,M031,13019327
2025-07-05,M032,13238387
2025-07-05,M033,18243685
2025-07-05,M034,13936619
2025-07-05,M035,18481218
2025-07-05,M036,13796341
2025-07-05,M037,15486035
2025-07-05,M038,11670212
2025-07-05,M039,15598875
2025-07-05,M040,17280044
2025-07-05,M041,20840048
2025-07-05,M042,16191529
2025-07-05,M043,13468081
2025-07-05,M044,14970172
2025-07-05,M045,21594229
2025-07-05,M046,12285049
2025-07-05,M047,18017799
2025-07-05,M048,18652086
2025-07-06,M001,3499704
2025-07-06,M002,7621219
2025-07-06,M003,5842575
2025-07-06,M004,11115085
2025-07-06,M005,6874122
2025-07-06,M006,12364105
2025-07-06,M007,9528581
2025-07-06,M008,10550444
2025-07-06,M009,6074694
2025-07-06,M010,9078923
2025-07-06,M011,7396706
2025-07-06,M012,15066276
2025-07-06,M013,7951886
2025-07-06,M014,14491565
2025-07-06,M015,7458668
2025-07-06,M016,13410298
2025-07-06,M017,6997705
2025-07-06,M018,13832380
2025-07-06,M019,10006998
2025-07-06,M020,16820862
2025-07-06,M021,9077937
2025-07-06,M022,10890675
2025-07-06,M023,9354675
2025-07-06,M024,15896712
2025-07-06,M025,8717631
2025-07-06,M026,15318434
2025-07-06,M027,13891148
2025-07-06,M028,21929433
2025-07-06,M029,7248940
2025-07-06,M030,13537874
2025-07-06,M031,11600700
2025-07-06,M032,21189074
2025-07-06,M033,10284789
2025-07-06,M034,20295653
2025-07-06,M035,14729999
2025-07-06,M036,19857729
2025-07-06,M037,8606026
2025-07-06,M038,17537731
2025-07-06,M039,12226021
2025-07-06,M040,21430226
2025-07-06,M041,11791949
2025-07-06,M042,22689650
2025-07-06,M043,11554107
2025-07-06,M044,21645736
2025-07-06,M045,11499900
2025-07-06,M046,18153846
2025-07-06,M047,15225079
2025-07-06,M048,24057849
2025-07-07,M001,5647583
2025-07-07,M002,8005141
2025-07-07,M003,8761127
2025-07-07,M004,8714895
2025-07-07,M005,9850514
2025-07-07,M006,12182880
2025-07-07,M007,15568940
2025-07-07,M008,7456898
2025-07-07,M009,9227886
2025-07-07,M010,10585973
2025-07-07,M011,12664943
2025-07-07,M012,11002745
2025-07-07,M013,11561384
2025-07-07,M014,16098430
2025-07-07,M015,10744028
2025-07-07,M016,9361718
2025-07-07,M017,11627657
2025-07-07,M018,14543840
2025-07-07,M019,15271990
2025-07-07,M020,11483511
2025-07-07,M021,13960611
2025-07-07,M022,11321152
2025-07-07,M023,13382494
2025-07-07,M024,11854200
2025-07-07,M025,14490352
2025-07-07,M026,16965552
2025-07-07,M027,20844813
2025-07-07,M028,14705646
2025-07-07,M029,11240067
2025-07-07,M030,13079720
2025-07-07,M031,15624110
2025-07-07,M032,14270202
2025-07-07,M033,16391679
2025-07-07,M034,20364984
2025-07-07,M035,22307328
2025-07-07,M036,12302736
2025-07-07,M037,14156322
2025-07-07,M038,15905321
2025-07-07,M039,17751720
2025-07-07,M040,14911478
2025-07-07,M041,16775031
2025-07-07,M042,23312916
2025-07-07,M043,17239223
2025-07-07,M044,13922509
2025-07-07,M045,17073156
2025-07-07,M046,19444866
2025-07-07,M047,22886695
2025-07-07,M048,16867221
2025-07-08,M001,7720144
2025-07-08,M002,6956794
2025-07-08,M003,8616802
2025-07-08,M004,7235542
2025-07-08,M005,12406082
2025-07-08,M006,11901403
2025-07-08,M007,12818754
2025-07-08,M008,6412186
2025-07-08,M009,10956237
2025-07-08,M010,8294735
2025-07-08,M011,11190340
2025-07-08,M012,9876465
2025-07-08,M013,15981663
2025-07-08,M014,14378521
2025-07-08,M015,9431480
2025-07-08,M016,8943247
2025-07-08,M017,14065515
2025-07-08,M018,11928076
2025-07-08,M019,13099725
2025-07-08,M020,10513863
2025-07-08,M021,17787150
2025-07-08,M022,10951962
2025-07-08,M023,12827928
2025-07-08,M024,11068200
2025-07-08,M025,16692879
2025-07-08,M026,13978164
2025-07-08,M027,18560336
2025-07-08,M028,12839627
2025-07-08,M029,14660048
2025-07-08,M030,13108346
2025-07-08,M031,15392811
2025-07-08,M032,12045680
2025-07-08,M033,21005957
2025-07-08,M034,17841295
2025-07-08,M035,20822983
2025-07-08,M036,11324883
2025-07-08,M037,19047393
2025-07-08,M038,14756963
2025-07-08,M039,18044656
2025-07-08,M040,15211208
2025-07-08,M041,25306761
2025-07-08,M042,19546778
2025-07-08,M043,16069664
2025-07-08,M044,14619866
2025-07-08,M045,25043154
2025-07-08,M046,15821826
2025-07-08,M047,20474840
2025-07-08,M048,14876185
2025-07-09,M001,7669125
2025-07-09,M002,5564682
2025-07-09,M003,8369319
2025-07-09,M004,9313185
2025-07-09,M005,12671282
2025-07-09,M006,8999386
2025-07-09,M007,12435921
2025-07-09,M008,8189464
2025-07-09,M009,10726600
2025-07-09,M010,8253206
2025-07-09,M011,10928437
2025-07-09,M012,10896116
2025-07-09,M013,16136316
2025-07-09,M014,11561909
2025-07-09,M015,10166307
2025-07-09,M016,9992138
2025-07-09,M017,14360276
2025-07-09,M018,9931300
2025-07-09,M019,13492604
2025-07-09,M020,14271840
2025-07-09,M021,18228300
2025-07-09,M022,8886882
2025-07-09,M023,11635591
2025-07-09,M024,13021741
2025-07-09,M025,17833910
2025-07-09,M026,13314576
2025-07-09,M027,17996494
2025-07-09,M028,15245098
2025-07-09,M029,15024535
2025-07-09,M030,10159511
2025-07-09,M031,15219530
2025-07-09,M032,15317456
2025-07-09,M033,22333425
2025-07-09,M034,14621863
2025-07-09,M035,19342933
2025-07-09,M036,15768301
2025-07-09,M037,16443739
2025-07-09,M038,12345253
2025-07-09,M039,17376445
2025-07-09,M040,18503121
2025-07-09,M041,25330694
2025-07-09,M042,16539300
2025-07-09,M043,15204272
2025-07-09,M044,17434350
2025-07-09,M045,22878986
2025-07-09,M046,15283109
2025-07-09,M047,18135857
2025-07-09,M048,22134847
2025-07-10,M001,4095240
2025-07-10,M002,8327591
2025-07-10,M003,7932610
2025-07-10,M004,13912028
2025-07-10,M005,7319955
2025-07-10,M006,15623727
2025-07-10,M007,12754855
2025-07-10,M008,12113595
2025-07-10,M009,7156956
2025-07-10,M010,11803864
2025-07-10,M011,9881014
2025-07-10,M012,16777099
2025-07-10,M013,9721027
2025-07-10,M014,17645773
2025-07-10,M015,8481271
2025-07-10,M016,15618698
2025-07-10,M017,9422977
2025-07-10,M018,17394582
2025-07-10,M019,12072445
2025-07-10,M020,20128811
2025-07-10,M021,11864687
2025-07-10,M022,12368137
2025-07-10,M023,10706150
2025-07-10,M024,18639870
2025-07-10,M025,10776649
2025-07-10,M026,21268130
2025-07-10,M027,14731343
2025-07-10,M028,24119595
2025-07-10,M029,8359387
2025-07-10,M030,16332736
2025-07-10,M031,12845757
2025-07-10,M032,23322967
2025-07-10,M033,12614066
2025-07-10,M034,23566373
2025-07-10,M035,18223033
2025-07-10,M036,22350280
2025-07-10,M037,10701841
2025-07-10,M038,18142073
2025-07-10,M039,15018572
2025-07-10,M040,26936075
2025-07-10,M041,15389481
2025-07-10,M042,26630349
2025-07-10,M043,14683158
2025-07-10,M044,28017944
2025-07-10,M045,14208289
2025-07-10,M046,21202361
2025-07-10,M047,16372743
2025-07-10,M048,31350590
2025-07-11,M001,6162494
2025-07-11,M002,7833534
2025-07-11,M003,9456129
2025-07-11,M004,8082201
2025-07-11,M005,10070150
2025-07-11,M006,12644243
2025-07-11,M007,16609039
2025-07-11,M008,7875072
2025-07-11,M009,9274539
2025-07-11,M010,11363790
2025-07-11,M011,12328599
2025-07-11,M012,11262418
2025-07-11,M013,13353642
2025-07-11,M014,16086030
2025-07-11,M015,11096449
2025-07-11,M016,9914189
2025-07-11,M017,11894016
2025-07-11,M018,16100258
2025-07-11,M019,17189831
2025-07-11,M020,12989035
2025-07-11,M021,14926623
2025-07-11,M022,11576183
2025-07-11,M023,15767353
2025-07-11,M024,11777851
2025-07-11,M025,14844265
2025-07-11,M026,16957816
2025-07-11,M027,20421993
2025-07-11,M028,16548102
2025-07-11,M029,11803559
2025-07-11,M030,16009086
2025-07-11,M031,17863178
2025-07-11,M032,15782150
2025-07-11,M033,15988447
2025-07-11,M034,22002342
2025-07-11,M035,25450556
2025-07-11,M036,12819093
2025-07-11,M037,13944120
2025-07-11,M038,18426425
2025-07-11,M039,19652937
2025-07-11,M040,17523116
2025-07-11,M041,19755708
2025-07-11,M042,24266912
2025-07-11,M043,20716824
2025-07-11,M044,16416024
2025-07-11,M045,19027950
2025-07-11,M046,21183751
2025-07-11,M047,25177889
2025-07-11,M048,17656038
2025-07-12,M001,7202545
2025-07-12,M002,6622882
2025-07-12,M003,7520785
2025-07-12,M004,7658869
2025-07-12,M005,12480167
2025-07-12,M006,11709033
2025-07-12,M007,13375888
2025-07-12,M008,5943240
2025-07-12,M009,10480011
2025-07-12,M010,9179669
2025-07-12,M011,10261782
2025-07-12,M012,9693798
2025-07-12,M013,15738076
2025-07-12,M014,13174971
2025-07-12,M015,9092062
2025-07-12,M016,8551292
2025-07-12,M017,15212689
2025-07-12,M018,12207248
2025-07-12,M019,11879060
2025-07-12,M020,10654805
2025-07-12,M021,18138342
2025-07-12,M022,10226896
2025-07-12,M023,11385139
2025-07-12,M024,9604603
2025-07-12,M025,18833095
2025-07-12,M026,14591422
2025-07-12,M027,16242656
2025-07-12,M028,13573753
2025-07-12,M029,13906574
2025-07-12,M030,12273084
2025-07-12,M031,13834928
2025-07-12,M032,12336905
2025-07-12,M033,20579824
2025-07-12,M034,16173318
2025-07-12,M035,19129028
2025-07-12,M036,11566350
2025-07-12,M037,17450273
2025-07-12,M038,13944562
2025-07-12,M039,15234274
2025-07-12,M040,12862705
2025-07-12,M041,23200529
2025-07-12,M042,20422800
2025-07-12,M043,14449887
2025-07-12,M044,13837558
2025-07-12,M045,21667670
2025-07-12,M046,16926490
2025-07-12,M047,20274643
2025-07-12,M048,16386471
2025-07-13,M001,6702797
2025-07-13,M002,5862690
2025-07-13,M003,8243562
2025-07-13,M004,9431653
2025-07-13,M005,13024102
2025-07-13,M006,9515829
2025-07-13,M007,12367394
2025-07-13,M008,7274976
2025-07-13,M009,11099839
2025-07-13,M010,7923173
2025-07-13,M011,10268692
2025-07-13,M012,10873222
2025-07-13,M013,15100022
2025-07-13,M014,10617861
2025-07-13,M015,8865623
2025-07-13,M016,10018309
2025-07-13,M017,13194125
2025-07-13,M018,10031245
2025-07-13,M019,13105342
2025-07-13,M020,13808347
2025-07-13,M021,18097712
2025-07-13,M022,8172770
2025-07-13,M023,12010235
2025-07-13,M024,12115946
2025-07-13,M025,17143861
2025-07-13,M026,12935675
2025-07-13,M027,16435365
2025-07-13,M028,15508490
2025-07-13,M029,13248646
2025-07-13,M030,11210697
2025-07-13,M031,14053674
2025-07-13,M032,16040191
2025-07-13,M033,18835683
2025-07-13,M034,14414644
2025-07-13,M035,19226512
2025-07-13,M036,14249107
2025-07-13,M037,16120560
2025-07-13,M038,12659970
2025-07-13,M039,16584355
2025-07-13,M040,19056536
2025-07-13,M041,22027590
2025-07-13,M042,16987147
2025-07-13,M043,16272525
2025-07-13,M044,16976292
2025-07-13,M045,22759809
2025-07-13,M046,15125673
2025-07-13,M047,19799636
2025-07-13,M048,19325661
2025-07-14,M001,4165498
2025-07-14,M002,9400057
2025-07-14,M003,7615980
2025-07-14,M004,14260148
2025-07-14,M005,8063326
2025-07-14,M006,14882192
2025-07-14,M007,11112909
2025-07-14,M008,12311857
2025-07-14,M009,6381624
2025-07-14,M010,12668601
2025-07-14,M011,8881825
2025-07-14,M012,18466326
2025-07-14,M013,9304099
2025-07-14,M014,16924693
2025-07-14,M015,8173668
2025-07-14,M016,15472118
2025-07-14,M017,8097314
2025-07-14,M018,16165494
2025-07-14,M019,12517392
2025-07-14,M020,23108243
2025-07-14,M021,10832885
2025-07-14,M022,12446377
2025-07-14,M023,10037238
2025-07-14,M024,20634090
2025-07-14,M025,11113431
2025-07-14,M026,20596350
2025-07-14,M027,15051777
2025-07-14,M028,26290159
2025-07-14,M029,8868263
2025-07-14,M030,15782627
2025-07-14,M031,13308596
2025-07-14,M032,24562146
2025-07-14,M033,13458043
2025-07-14,M034,24588680
2025-07-14,M035,17885268
2025-07-14,M036,23122985
2025-07-14,M037,10292867
2025-07-14,M038,19216878
2025-07-14,M039,16182078
2025-07-14,M040,26179640
2025-07-14,M041,13924942
2025-07-14,M042,25121072
2025-07-14,M043,14677428
2025-07-14,M044,25663973
2025-07-14,M045,14599521
2025-07-14,M046,22552376
2025-07-14,M047,17790674
2025-07-14,M048,31599845
2025-07-15,M001,5648113
2025-07-15,M002,7877903
2025-07-15,M003,10300500
2025-07-15,M004,9158935
2025-07-15,M005,11098287
2025-07-15,M006,14067635
2025-07-15,M007,15833018
2025-07-15,M008,7068797
2025-07-15,M009,9491822
2025-07-15,M010,11536989
2025-07-15,M011,12896653
2025-07-15,M012,11054123
2025-07-15,M013,12122372
2025-07-15,M014,17502997
2025-07-15,M015,11615650
2025-07-15,M016,10089025
2025-07-15,M017,12155243
2025-07-15,M018,14192223
2025-07-15,M019,15291172
2025-07-15,M020,12427677
2025-07-15,M021,15775328
2025-07-15,M022,13217504
2025-07-15,M023,14831298
2025-07-15,M024,12060175
2025-07-15,M025,15485953
2025-07-15,M026,17221335
2025-07-15,M027,22478742
2025-07-15,M028,16184688
2025-07-15,M029,11593713
2025-07-15,M030,14691936
2025-07-15,M031,18620604
2025-07-15,M032,15879364
2025-07-15,M033,16246263
2025-07-15,M034,20818477
2025-07-15,M035,24935471
2025-07-15,M036,13478187
2025-07-15,M037,13545999
2025-07-15,M038,17971975
2025-07-15,M039,21976928
2025-07-15,M040,16956363
2025-07-15,M041,20473357
2025-07-15,M042,22389940
2025-07-15,M043,19413824
2025-07-15,M044,16562616
2025-07-15,M045,19767962
2025-07-15,M046,20027969
2025-07-15,M047,25159606
2025-07-15,M048,18869462
2025-07-16,M001,8491414
2025-07-16,M002,6788603
2025-07-16,M003,8965104
2025-07-16,M004,7344275
2025-07-16,M005,14039882
2025-07-16,M006,11200433
2025-07-16,M007,13054931
2025-07-16,M008,6440516
2025-07-16,M009,12538267
2025-07-16,M010,9711179
2025-07-16,M011,10885951
2025-07-16,M012,10561320
2025-07-16,M013,18533800
2025-07-16,M014,14071106
2025-07-16,M015,10949056
2025-07-16,M016,9128540
2025-07-16,M017,15079646
2025-07-16,M018,13287999
2025-07-16,M019,13965694
2025-07-16,M020,11047402
2025-07-16,M021,21935274
2025-07-16,M022,11947323
2025-07-16,M023,13442649
2025-07-16,M024,10593663
2025-07-16,M025,18870456
2025-07-16,M026,16355878
2025-07-16,M027,18521217
2025-07-16,M028,13271067
2025-07-16,M029,14911933
2025-07-16,M030,13352909
2025-07-16,M031,16446055
2025-07-16,M032,12416434
2025-07-16,M033,21093561
2025-07-16,M034,17662071
2025-07-16,M035,22628164
2025-07-16,M036,12154520
2025-07-16,M037,17909644
2025-07-16,M038,15255690
2025-07-16,M039,18311644
2025-07-16,M040,15571212
2025-07-16,M041,25857294
2025-07-16,M042,21029629
2025-07-16,M043,18470603
2025-07-16,M044,14345774
2025-07-16,M045,23548012
2025-07-16,M046,19244019
2025-07-16,M047,21331766
2025-07-16,M048,17337925
2025-07-17,M001,7159531
2025-07-17,M002,6456924
2025-07-17,M003,8610303
2025-07-17,M004,10130136
2025-07-17,M005,14045643
2025-07-17,M006,11142222
2025-07-17,M007,15012689
2025-07-17,M008,8625901
2025-07-17,M009,12523570
2025-07-17,M010,8885013
2025-07-17,M011,10776321
2025-07-17,M012,13281875
2025-07-17,M013,17454882
2025-07-17,M014,12926932
2025-07-17,M015,9552525
2025-07-17,M016,11381326
2025-07-17,M017,16359257
2025-07-17,M018,11019471
2025-07-17,M019,13882252
2025-07-17,M020,16176377
2025-07-17,M021,19227423
2025-07-17,M022,9322645
2025-07-17,M023,12669989
2025-07-17,M024,13317927
2025-07-17,M025,19802158
2025-07-17,M026,13184040
2025-07-17,M027,18764817
2025-07-17,M028,18866824
2025-07-17,M029,14750267
2025-07-17,M030,11809188
2025-07-17,M031,16605426
2025-07-17,M032,16248576
2025-07-17,M033,24040557
2025-07-17,M034,15814479
2025-07-17,M035,20000364
2025-07-17,M036,16425526
2025-07-17,M037,18850758
2025-07-17,M038,13468282
2025-07-17,M039,18207969
2025-07-17,M040,21161348
2025-07-17,M041,24461549
2025-07-17,M042,18864459
2025-07-17,M043,17303877
2025-07-17,M044,19092054
2025-07-17,M045,23661809
2025-07-17,M046,15590694
2025-07-17,M047,20298587
2025-07-17,M048,21888645
2025-07-18,M001,4609136
2025-07-18,M002,8086282
2025-07-18,M003,7791651
2025-07-18,M004,14038254
2025-07-18,M005,8007921
2025-07-18,M006,15799185
2025-07-18,M007,11093334
2025-07-18,M008,11941820
2025-07-18,M009,7367246
2025-07-18,M010,12145469
2025-07-18,M011,9299656
2025-07-18,M012,17382947
2025-07-18,M013,8992677
2025-07-18,M014,17769350
2025-07-18,M015,8683185
2025-07-18,M016,15165125
2025-07-18,M017,9253740
2025-07-18,M018,17833343
2025-07-18,M019,12268075
2025-07-18,M020,20043071
2025-07-18,M021,11144320
2025-07-18,M022,13945125
2025-07-18,M023,10239051
