date,traffic_id,available_impressions
2025-09-07,T03,144569398
2025-09-07,T04,172497577
2025-09-08,T01,233337276
2025-09-08,T02,201029038
2025-09-08,T03,157951387
2025-09-08,T04,188464723
2025-09-09,T01,234239700
2025-09-09,T02,201806511
2025-09-09,T03,158562258
2025-09-09,T04,189193604
2025-09-10,T01,241947772
2025-09-10,T02,208447311
2025-09-10,T03,163780030
2025-09-10,T04,195419354
2025-09-11,T01,235848843
2025-09-11,T02,203192849
2025-09-11,T03,159651524
2025-09-11,T04,190493296
2025-09-12,T01,233104679
2025-09-12,T02,200828647
2025-09-12,T03,157793937
2025-09-12,T04,188276856
2025-09-13,T01,211681477
2025-09-13,T02,182371734
2025-09-13,T03,143292077
2025-09-13,T04,170973501
2025-09-14,T01,215657336
2025-09-14,T02,185797089
2025-09-14,T03,145983427
2025-09-14,T04,174184771
2025-09-15,T01,237746650
2025-09-15,T02,204827883
2025-09-15,T03,160936194
2025-09-15,T04,192026140
2025-09-16,T01,232316822
2025-09-16,T02,200149877
2025-09-16,T03,157260618
2025-09-16,T04,187640510
2025-09-17,T01,237058422
2025-09-17,T02,204234948
2025-09-17,T03,160470316
2025-09-17,T04,191470264
2025-09-18,T01,241601620
2025-09-18,T02,208149088
2025-09-18,T03,163545712
2025-09-18,T04,195139770
2025-09-19,T01,234490213
2025-09-19,T02,202022337
2025-09-19,T03,158731836
2025-09-19,T04,189395941
2025-09-20,T01,208064253
2025-09-20,T02,179255356
2025-09-20,T03,140843494
2025-09-20,T04,168051896
2025-09-21,T01,212916289
2025-09-21,T02,183435572
2025-09-21,T03,144127949
2025-09-21,T04,171970848
2025-09-22,T01,243841106
2025-09-22,T02,210078491
2025-09-22,T03,165061672
2025-09-22,T04,196948585
2025-09-23,T01,232852879
2025-09-23,T02,200611711
2025-09-23,T03,157623487
2025-09-23,T04,188073479
2025-09-24,T01,232727980
2025-09-24,T02,200504105
2025-09-24,T03,157538940
2025-09-24,T04,187972599
2025-09-25,T01,235287070
2025-09-25,T02,202708861
2025-09-25,T03,159271247
2025-09-25,T04,190039557
2025-09-26,T01,236484986
2025-09-26,T02,203740911
2025-09-26,T03,160082144
2025-09-26,T04,191007104
2025-09-27,T01,209867710
2025-09-27,T02,180809104
2025-09-27,T03,142064296
2025-09-27,T04,169508535
2025-09-28,T01,209848530
2025-09-28,T02,180792580
2025-09-28,T03,142051313
2025-09-28,T04,169493043
2025-09-29,T01,234978366
2025-09-29,T02,202442900
2025-09-29,T03,159062279
2025-09-29,T04,189790219
2025-09-30,T01,239449382
2025-09-30,T02,206294852
2025-09-30,T03,162088812
2025-09-30,T04,193401424
2025-10-01,T01,234738905
2025-10-01,T02,202236595
2025-10-01,T03,158900182
2025-10-01,T04,189596808
2025-10-02,T01,234544031
2025-10-02,T02,202068704
2025-10-02,T03,158768267
2025-10-02,T04,189439410
2025-10-03,T01,232866061
2025-10-03,T02,200623068
2025-10-03,T03,157632411
2025-10-03,T04,188084126
2025-10-04,T01,208795288
2025-10-04,T02,179885172
2025-10-04,T03,141338349
2025-10-04,T04,168642348
2025-10-05,T01,209467157
2025-10-05,T02,180464012
2025-10-05,T03,141793152
2025-10-05,T04,169185011
2025-10-06,T01,237141907
2025-10-06,T02,204306874
2025-10-06,T03,160526829
2025-10-06,T04,191537694
2025-10-07,T01,234703550
2025-10-07,T02,202206135
2025-10-07,T03,158876249
2025-10-07,T04,189568252
2025-10-08,T01,229989911
2025-10-08,T02,198145154
2025-10-08,T03,155685478
2025-10-08,T04,185761082
2025-10-09,T01,235084515
2025-10-09,T02,202534351
2025-10-09,T03,159134133
2025-10-09,T04,189875954
2025-10-10,T01,237567801
2025-10-10,T02,204673797
2025-10-10,T03,160815126
2025-10-10,T04,191881685
2025-10-11,T01,210890861
2025-10-11,T02,181690588
2025-10-11,T03,142756890
2025-10-11,T04,170334926
2025-10-12,T01,209283696
2025-10-12,T02,180305954
2025-10-12,T03,141668963
2025-10-12,T04,169036831
2025-10-13,T01,235293666
2025-10-13,T02,202714543
2025-10-13,T03,159275712
2025-10-13,T04,190044884
2025-10-14,T01,240353342
2025-10-14,T02,207073648
2025-10-14,T03,162700723
2025-10-14,T04,194131545
2025-10-15,T01,233114885
2025-10-15,T02,200837439
2025-10-15,T03,157800845
2025-10-15,T04,188285099
2025-10-16,T01,227897089
2025-10-16,T02,196342107
2025-10-16,T03,154268798
2025-10-16,T04,184070726
2025-10-17,T01,233068702
2025-10-17,T02,200797651
2025-10-17,T03,157769583
2025-10-17,T04,188247798
2025-10-18,T01,212874462
2025-10-18,T02,183399537
2025-10-18,T03,144099636
2025-10-18,T04,171937065
2025-10-19,T01,209570991
2025-10-19,T02,180553469
2025-10-19,T03,141863440
2025-10-19,T04,169268877
2025-10-20,T01,230867759
2025-10-20,T02,198901454
2025-10-20,T03,156279713
2025-10-20,T04,186470113
2025-10-21,T01,232937218
2025-10-21,T02,200684373
2025-10-21,T03,157680578
2025-10-21,T04,188141599
2025-10-22,T01,240361201
2025-10-22,T02,207080419
2025-10-22,T03,162706043
2025-10-22,T04,194137893
2025-10-23,T01,233875375
2025-10-23,T02,201492631
2025-10-23,T03,158315638
2025-10-23,T04,188899341
2025-10-24,T01,228880580
2025-10-24,T02,197189423
2025-10-24,T03,154934546
2025-10-24,T04,184865084
2025-10-25,T01,209232765
2025-10-25,T02,180262075
2025-10-25,T03,141634487
2025-10-25,T04,168995695
2025-10-26,T01,217084792
2025-10-26,T02,187026897
2025-10-26,T03,146949705
2025-10-26,T04,175337716
2025-10-27,T01,232885872
2025-10-27,T02,200640136
2025-10-27,T03,157645821
2025-10-27,T04,188100127
2025-10-28,T01,230656915
2025-10-28,T02,198719803
2025-10-28,T03,156136988
2025-10-28,T04,186299816
2025-10-29,T01,232344133
2025-10-29,T02,200173407
2025-10-29,T03,157279105
2025-10-29,T04,187662569
2025-10-30,T01,239019873
2025-10-30,T02,205924814
2025-10-30,T03,161798068
2025-10-30,T04,193054513
2025-10-31,T01,233201560
2025-10-31,T02,200912113
2025-10-31,T03,157859517
2025-10-31,T04,188355106
2025-11-01,T01,211629795
2025-11-01,T02,182327208
2025-11-01,T03,143257092
2025-11-01,T04,170931758
2025-11-02,T01,218211024
2025-11-02,T02,187997190
2025-11-02,T03,147712077
2025-11-02,T04,176247365
2025-11-03,T01,235443445
2025-11-03,T02,202843583
2025-11-03,T03,159377101
2025-11-03,T04,190165859
2025-11-04,T01,233165454
2025-11-04,T02,200881006
2025-11-04,T03,157835076
2025-11-04,T04,188325943
2025-11-05,T01,233922729
2025-11-05,T02,201533428
2025-11-05,T03,158347693
2025-11-05,T04,188937589
2025-11-06,T01,243318790
2025-11-06,T02,209628496
2025-11-06,T03,164708104
2025-11-06,T04,196526715
2025-11-07,T01,235978287
2025-11-07,T02,203304370
2025-11-07,T03,159739148
2025-11-07,T04,190597847
2025-11-08,T01,209638584
2025-11-08,T02,180611703
2025-11-08,T03,141909195
2025-11-08,T04,169323471
2025-11-09,T01,212290120
2025-11-09,T02,182896103
2025-11-09,T03,143704081
2025-11-09,T04,171465096
2025-11-10,T01,243156265
2025-11-10,T02,209488474
2025-11-10,T03,164598087
2025-11-10,T04,196395444
2025-11-11,T01,234256273
2025-11-11,T02,201820789
2025-11-11,T03,158573477
2025-11-11,T04,189206990
2025-11-12,T01,234969070
2025-11-12,T02,202434891
2025-11-12,T03,159055985
2025-11-12,T04,189782710
2025-11-13,T01,237239586
2025-11-13,T02,204391028
2025-11-13,T03,160592951
2025-11-13,T04,191616589
2025-11-14,T01,242158682
2025-11-14,T02,208629018
2025-11-14,T03,163922800
2025-11-14,T04,195589705
2025-11-15,T01,212018193
2025-11-15,T02,182661828
2025-11-15,T03,143520007
2025-11-15,T04,171245463
2025-11-16,T01,212473130
2025-11-16,T02,183053774
2025-11-16,T03,143827965
2025-11-16,T04,171612913
2025-11-17,T01,237882495
2025-11-17,T02,204944919
2025-11-17,T03,161028151
2025-11-17,T04,192135862
2025-11-18,T01,238743480
2025-11-18,T02,205686690
2025-11-18,T03,161610971
2025-11-18,T04,192831272
2025-11-19,T01,234664509
2025-11-19,T02,202172500
2025-11-19,T03,158849821
2025-11-19,T04,189536719
2025-11-20,T01,232045282
2025-11-20,T02,199915936
2025-11-20,T03,157076806
2025-11-20,T04,187421190
2025-11-21,T01,236224660
2025-11-21,T02,203516630
2025-11-21,T03,159905923
2025-11-21,T04,190796840
2025-11-22,T01,218116292
2025-11-22,T02,187915575
2025-11-22,T03,147647952
2025-11-22,T04,176170852
2025-11-23,T01,207248417
2025-11-23,T02,178552482
2025-11-23,T03,140291236
2025-11-23,T04,167392952
2025-11-24,T01,233080528
2025-11-24,T02,200807839
2025-11-24,T03,157777588
2025-11-24,T04,188257349
2025-11-25,T01,232134288
2025-11-25,T02,199992617
2025-11-25,T03,157137056
2025-11-25,T04,187493079
2025-11-26,T01,241732636
2025-11-26,T02,208261964
2025-11-26,T03,163634400
2025-11-26,T04,195245591
2025-11-27,T01,234534020
2025-11-27,T02,202060078
2025-11-27,T03,158761490
2025-11-27,T04,189431323
2025-11-28,T01,233375409
2025-11-28,T02,201061890
2025-11-28,T03,157977200
2025-11-28,T04,188495522
2025-11-29,T01,211620931
2025-11-29,T02,182319571
2025-11-29,T03,143251091
2025-11-29,T04,170924598
2025-11-30,T01,215597821
2025-11-30,T02,185745815
2025-11-30,T03,145943140
2025-11-30,T04,174136701
2025-12-01,T01,241179518
2025-12-01,T02,207785431
2025-12-01,T03,163259981
2025-12-01,T04,194798841
2025-12-02,T01,243930870
2025-12-02,T02,210155826
2025-12-02,T03,165122435
2025-12-02,T04,197021087
2025-12-03,T01,241324375
2025-12-03,T02,207910231
2025-12-03,T03,163358039
2025-12-03,T04,194915842
2025-12-04,T01,241415842
2025-12-04,T02,207989033
2025-12-04,T03,163419954
2025-12-04,T04,194989718
2025-12-05,T01,239563898
2025-12-05,T02,206393512
2025-12-05,T03,162166331
2025-12-05,T04,193493917
2025-12-06,T01,222230948
2025-12-06,T02,191460509
2025-12-06,T03,150433257
2025-12-06,T04,179494227
2025-12-07,T01,218231373
2025-12-07,T02,188014721
2025-12-07,T03,147725852
2025-12-07,T04,176263801
2025-12-08,T01,238947344
2025-12-08,T02,205862327
2025-12-08,T03,161748971
2025-12-08,T04,192995932
2025-12-09,T01,243730248
2025-12-09,T02,209982983
2025-12-09,T03,164986629
2025-12-09,T04,196859047
2025-12-10,T01,247910312
2025-12-10,T02,213584268
2025-12-10,T03,167816211
2025-12-10,T04,200235252
2025-12-11,T01,240231150
2025-12-11,T02,206968375
2025-12-11,T03,162618009
2025-12-11,T04,194032852
2025-12-12,T01,238509941
2025-12-12,T02,205485488
2025-12-12,T03,161452883
2025-12-12,T04,192642645
2025-12-13,T01,219116286
2025-12-13,T02,188777108
2025-12-13,T03,148324870
2025-12-13,T04,176978538
2025-12-14,T01,222245290
2025-12-14,T02,191472865
2025-12-14,T03,150442965
2025-12-14,T04,179505811
2025-12-15,T01,240795930
2025-12-15,T02,207454955
2025-12-15,T03,163000322
2025-12-15,T04,194489020
2025-12-16,T01,239668758
2025-12-16,T02,206483853
2025-12-16,T03,162237313
2025-12-16,T04,193578612
2025-12-17,T01,242604624
2025-12-17,T02,209013214
2025-12-17,T03,164224668
2025-12-17,T04,195949888
2025-12-18,T01,248272053
2025-12-18,T02,213895922
2025-12-18,T03,168061082
2025-12-18,T04,200527427
2025-12-19,T01,241733623
2025-12-19,T02,208262813
2025-12-19,T03,163635068
2025-12-19,T04,195246388
2025-12-20,T01,216980439
2025-12-20,T02,186936993
2025-12-20,T03,146879066
2025-12-20,T04,175253431
2025-12-21,T01,219909290
2025-12-21,T02,189460312
2025-12-21,T03,148861673
2025-12-21,T04,177619042
2025-12-22,T01,247346148
2025-12-22,T02,213098219
2025-12-22,T03,167434315
2025-12-22,T04,199779581
2025-12-23,T01,242157369
2025-12-23,T02,208627887
2025-12-23,T03,163921911
2025-12-23,T04,195588644
2025-12-24,T01,238530154
2025-12-24,T02,205502902
2025-12-24,T03,161466566
2025-12-24,T04,192658970
2025-12-25,T01,242266588
2025-12-25,T02,208721984
2025-12-25,T03,163995844
2025-12-25,T04,195676860
2025-12-26,T01,245498693
2025-12-26,T02,211506566
2025-12-26,T03,166183730
2025-12-26,T04,198287406
2025-12-27,T01,217294019
2025-12-27,T02,187207155
2025-12-27,T03,147091336
2025-12-27,T04,175506708
2025-12-28,T01,214321259
2025-12-28,T02,184646008
2025-12-28,T03,145079006
2025-12-28,T04,173105632
2025-12-29,T01,243021354
2025-12-29,T02,209372244
2025-12-29,T03,164506763
2025-12-29,T04,196286478
2025-12-30,T01,243774240
2025-12-30,T02,210020884
2025-12-30,T03,165016408
2025-12-30,T04,196894578
2025-12-31,T01,244783471
2025-12-31,T02,210890375
2025-12-31,T03,165699580
2025-12-31,T04,197709726
2026-01-01,T01,271375446
2026-01-01,T02,233800384
2026-01-01,T03,183700301
2026-01-01,T04,219187860
2026-01-02,T01,276689060
2026-01-02,T02,238378267
2026-01-02,T03,187297210
2026-01-02,T04,223479626
2026-01-03,T01,245099274
2026-01-03,T02,211162451
2026-01-03,T03,165913354
2026-01-03,T04,197964798
2026-01-04,T01,245860981
2026-01-04,T02,211818692
2026-01-04,T03,166428972
2026-01-04,T04,198580023
2026-01-05,T01,269329442
2026-01-05,T02,232037673
2026-01-05,T03,182315314
2026-01-05,T04,217535318
2026-01-06,T01,277615522
2026-01-06,T02,239176449
2026-01-06,T03,187924353
2026-01-06,T04,224227921
2026-01-07,T01,268920336
2026-01-07,T02,231685213
2026-01-07,T03,182038381
2026-01-07,T04,217204887
2026-01-08,T01,270408812
2026-01-08,T02,232967592
2026-01-08,T03,183045965
2026-01-08,T04,218407117
2026-01-09,T01,273665691
2026-01-09,T02,235773518
2026-01-09,T03,185250621
2026-01-09,T04,221037673
2026-01-10,T01,251761578
2026-01-10,T02,216902282
2026-01-10,T03,170423222
2026-01-10,T04,203345889
2026-01-11,T01,246443516
2026-01-11,T02,212320567
2026-01-11,T03,166823303
2026-01-11,T04,199050532
2026-01-12,T01,270231941
2026-01-12,T02,232815211
2026-01-12,T03,182926237
2026-01-12,T04,218264260
2026-01-13,T01,270056814
2026-01-13,T02,232664332
2026-01-13,T03,182807689
2026-01-13,T04,218122811
2026-01-14,T01,276192258
2026-01-14,T02,237950253
2026-01-14,T03,186960913
2026-01-14,T04,223078362
2026-01-15,T01,271847843
2026-01-15,T02,234207372
2026-01-15,T03,184020078
2026-01-15,T04,219569411
2026-01-16,T01,266667670
2026-01-16,T02,229744454
2026-01-16,T03,180513500
2026-01-16,T04,215385426
2026-01-17,T01,243522960
2026-01-17,T02,209804397
2026-01-17,T03,164846311
2026-01-17,T04,196691622
2026-01-18,T01,250796481
2026-01-18,T02,216070814
2026-01-18,T03,169769926
2026-01-18,T04,202566389
2026-01-19,T01,272530686
2026-01-19,T02,234795668
2026-01-19,T03,184482310
2026-01-19,T04,220120939
2026-01-20,T01,270281112
2026-01-20,T02,232857573
2026-01-20,T03,182959522
2026-01-20,T04,218303975
2026-01-21,T01,274153800
2026-01-21,T02,236194043
2026-01-21,T03,185581034
2026-01-21,T04,221431915
2026-01-22,T01,277463051
2026-01-22,T02,239045090
2026-01-22,T03,187821142
2026-01-22,T04,224104772
2026-01-23,T01,271050434
2026-01-23,T02,233520374
2026-01-23,T03,183480294
2026-01-23,T04,218925350
2026-01-24,T01,243698213
2026-01-24,T02,209955384
2026-01-24,T03,164964944
2026-01-24,T04,196833172
2026-01-25,T01,245754553
2026-01-25,T02,211727000
2026-01-25,T03,166356928
2026-01-25,T04,198494062
2026-01-26,T01,278703457
2026-01-26,T02,240113747
2026-01-26,T03,188660801
2026-01-26,T04,225106638
2026-01-27,T01,269215605
2026-01-27,T02,231939598
2026-01-27,T03,182238256
2026-01-27,T04,217443373
2026-01-28,T01,269550332
2026-01-28,T02,232227978
2026-01-28,T03,182464840
2026-01-28,T04,217713730
2026-01-29,T01,267996098
2026-01-29,T02,230888946
2026-01-29,T03,181412743
2026-01-29,T04,216458387
2026-01-30,T01,279314709
2026-01-30,T02,240640365
2026-01-30,T03,189074572
2026-01-30,T04,225600342
2026-01-31,T01,245993938
2026-01-31,T02,211933239
2026-01-31,T03,166518973
2026-01-31,T04,198687411
2026-02-01,T01,259308159
2026-02-01,T02,223403953
2026-02-01,T03,175531677
2026-02-01,T04,209441206
2026-02-02,T01,286601411
2026-02-02,T02,246918139
2026-02-02,T03,194007109
2026-02-02,T04,231485755
2026-02-03,T01,280880612
2026-02-03,T02,241989450
2026-02-03,T03,190134568
2026-02-03,T04,226865110
2026-02-04,T01,276628698
2026-02-04,T02,238326263
2026-02-04,T03,187256350
2026-02-04,T04,223430872
2026-02-05,T01,281626493
2026-02-05,T02,242632056
2026-02-05,T03,190639472
2026-02-05,T04,227467552
2026-02-06,T01,288673710
2026-02-06,T02,248703504
2026-02-06,T03,195409896
2026-02-06,T04,233159535
2026-02-07,T01,253196530
2026-02-07,T02,218138549
2026-02-07,T03,171394574
2026-02-07,T04,204504889
2026-02-08,T01,250526337
2026-02-08,T02,215838075
2026-02-08,T03,169587059
2026-02-08,T04,202348195
2026-02-09,T01,280494781
2026-02-09,T02,241657042
2026-02-09,T03,189873390
2026-02-09,T04,226553477
2026-02-10,T01,288792518
2026-02-10,T02,248805862
2026-02-10,T03,195490320
2026-02-10,T04,233255496
2026-02-11,T01,277378614
2026-02-11,T02,238972344
2026-02-11,T03,187763984
2026-02-11,T04,224036572
2026-02-12,T01,280612136
2026-02-12,T02,241758148
2026-02-12,T03,189952830
2026-02-12,T04,226648263
2026-02-13,T01,279392493
2026-02-13,T02,240707379
2026-02-13,T03,189127226
2026-02-13,T04,225663168
2026-02-14,T01,260953890
2026-02-14,T02,224821813
2026-02-14,T03,176645710
2026-02-14,T04,210770450
2026-02-15,T01,254941591
2026-02-15,T02,219641986
2026-02-15,T03,172575846
2026-02-15,T04,205914362
2026-02-16,T01,277899928
2026-02-16,T02,239421476
2026-02-16,T03,188116874
2026-02-16,T04,224457634
2026-02-17,T01,283345669
2026-02-17,T02,244113191
2026-02-17,T03,191803222
2026-02-17,T04,228856117
2026-02-18,T01,289273383
2026-02-18,T02,249220146
2026-02-18,T03,195815829
2026-02-18,T04,233643886
2026-02-19,T01,277700295
2026-02-19,T02,239249485
2026-02-19,T03,187981738
2026-02-19,T04,224296392
2026-02-20,T01,282792560
2026-02-20,T02,243636667
2026-02-20,T03,191428809
2026-02-20,T04,228409375
2026-02-21,T01,255020874
2026-02-21,T02,219710291
2026-02-21,T03,172629514
2026-02-21,T04,205978398
2026-02-22,T01,260157214
2026-02-22,T02,224135446
2026-02-22,T03,176106422
2026-02-22,T04,210126980
2026-02-23,T01,283027081
2026-02-23,T02,243838716
2026-02-23,T03,191587563
2026-02-23,T04,228598796
2026-02-24,T01,278208777
2026-02-24,T02,239687562
2026-02-24,T03,188325941
2026-02-24,T04,224707089
2026-02-25,T01,281525836
2026-02-25,T02,242545336
2026-02-25,T03,190571335
2026-02-25,T04,227386252
2026-02-26,T01,287338988
2026-02-26,T02,247553589
2026-02-26,T03,194506392
2026-02-26,T04,232081490
2026-02-27,T01,279209960
2026-02-27,T02,240550119
2026-02-27,T03,189003665
2026-02-27,T04,225515737
2026-02-28,T01,250510710
2026-02-28,T02,215824612
2026-02-28,T03,169576481
2026-02-28,T04,202335574
2026-03-01,T01,262786109
2026-03-01,T02,226400340
2026-03-01,T03,177885981
2026-03-01,T04,212250319
2026-03-02,T01,294781921
2026-03-02,T02,253965963
2026-03-02,T03,199544685
2026-03-02,T04,238093090
2026-03-03,T01,291124471
2026-03-03,T02,250814928
2026-03-03,T03,197068872
2026-03-03,T04,235138995
2026-03-04,T01,287076861
2026-03-04,T02,247327757
2026-03-04,T03,194328952
2026-03-04,T04,231869772
2026-03-05,T01,290107710
2026-03-05,T02,249938950
2026-03-05,T03,196380604
2026-03-05,T04,234317766
2026-03-06,T01,294803200
2026-03-06,T02,253984295
2026-03-06,T03,199559089
2026-03-06,T04,238110277
2026-03-07,T01,260361145
2026-03-07,T02,224311140
2026-03-07,T03,176244467
2026-03-07,T04,210291694
2026-03-08,T01,257071830
2026-03-08,T02,221477269
2026-03-08,T03,174017854
2026-03-08,T04,207634939
2026-03-09,T01,287028883
2026-03-09,T02,247286422
2026-03-09,T03,194296475
2026-03-09,T04,231831021
2026-03-10,T01,296492451
2026-03-10,T02,255439650
2026-03-10,T03,200702582
2026-03-10,T04,239474672
2026-03-11,T01,287198936
2026-03-11,T02,247432929
2026-03-11,T03,194411587
2026-03-11,T04,231968371
2026-03-12,T01,284226763
2026-03-12,T02,244872288
2026-03-12,T03,192399655
2026-03-12,T04,229567770
2026-03-13,T01,287630028
2026-03-13,T02,247804332
2026-03-13,T03,194703403
2026-03-13,T04,232316561
2026-03-14,T01,268235602
2026-03-14,T02,231095288
2026-03-14,T03,181574869
2026-03-14,T04,216651832
2026-03-15,T01,259750854
2026-03-15,T02,223785351
2026-03-15,T03,175831347
2026-03-15,T04,209798766
2026-03-16,T01,284668112
2026-03-16,T02,245252528
2026-03-16,T03,192698414
2026-03-16,T04,229924245
2026-03-17,T01,290266402
2026-03-17,T02,250075669
2026-03-17,T03,196488026
2026-03-17,T04,234445940
2026-03-18,T01,293800879
2026-03-18,T02,253120758
2026-03-18,T03,198880595
2026-03-18,T04,237300710
2026-03-19,T01,286711792
2026-03-19,T02,247013236
2026-03-19,T03,194081828
2026-03-19,T04,231574909
2026-03-20,T01,287241498
2026-03-20,T02,247469598
2026-03-20,T03,194440399
2026-03-20,T04,232002749
2026-03-21,T01,259462905
2026-03-21,T02,223537272
2026-03-21,T03,175636428
2026-03-21,T04,209566192
2026-03-22,T01,266318271
2026-03-22,T02,229443433
2026-03-22,T03,180276983
2026-03-22,T04,215103219
2026-03-23,T01,287934860
2026-03-23,T02,248066956
2026-03-23,T03,194909751
2026-03-23,T04,232562771
2026-03-24,T01,283580483
2026-03-24,T02,244315493
2026-03-24,T03,191962173
2026-03-24,T04,229045775
2026-03-25,T01,289066753
2026-03-25,T02,249042126
2026-03-25,T03,195675956
2026-03-25,T04,233476993
2026-03-26,T01,294347895
2026-03-26,T02,253592032
2026-03-26,T03,199250882
2026-03-26,T04,237742530
2026-03-27,T01,288492274
2026-03-27,T02,248547190
2026-03-27,T03,195287078
2026-03-27,T04,233012990
2026-03-28,T01,257908004
2026-03-28,T02,222197665
2026-03-28,T03,174583880
2026-03-28,T04,208310311
2026-03-29,T01,257868147
2026-03-29,T02,222163327
2026-03-29,T03,174556900
2026-03-29,T04,208278119
2026-03-30,T01,294890703
2026-03-30,T02,254059683
2026-03-30,T03,199618322
2026-03-30,T04,238180953
2026-03-31,T01,290280234
2026-03-31,T02,250087586
2026-03-31,T03,196497389
2026-03-31,T04,234457112
2026-04-01,T01,288964891
2026-04-01,T02,248954368
2026-04-01,T03,195607003
2026-04-01,T04,233394720
2026-04-02,T01,295430358
2026-04-02,T02,254524616
2026-04-02,T03,199983627
2026-04-02,T04,238616828
2026-04-03,T01,291050101
2026-04-03,T02,250750856
2026-04-03,T03,197018529
2026-04-03,T04,235078927
2026-04-04,T01,257564687
2026-04-04,T02,221901884
2026-04-04,T03,174351480
2026-04-04,T04,208033016
2026-04-05,T01,265498050
2026-04-05,T02,228736781
2026-04-05,T03,179721757
2026-04-05,T04,214440732
2026-04-06,T01,297373831
2026-04-06,T02,256198993
2026-04-06,T03,201299209
2026-04-06,T04,240186556
2026-04-07,T01,290813938
2026-04-07,T02,250547393
2026-04-07,T03,196858666
2026-04-07,T04,234888181
2026-04-08,T01,284775262
2026-04-08,T02,245344841
2026-04-08,T03,192770946
2026-04-08,T04,230010788
2026-04-09,T01,295480744
2026-04-09,T02,254568025
2026-04-09,T03,200017734
2026-04-09,T04,238657524
2026-04-10,T01,297328798
2026-04-10,T02,256160195
2026-04-10,T03,201268725
2026-04-10,T04,240150183
2026-04-11,T01,264621405
2026-04-11,T02,227981518
2026-04-11,T03,179128336
2026-04-11,T04,213732674
2026-04-12,T01,260523538
2026-04-12,T02,224451048
2026-04-12,T03,176354395
2026-04-12,T04,210422857
2026-04-13,T01,292730190
2026-04-13,T02,252198318
2026-04-13,T03,198155821
2026-04-13,T04,236435923
2026-04-14,T01,296662705
2026-04-14,T02,255586330
2026-04-14,T03,200817831
2026-04-14,T04,239612184
2026-04-15,T01,290534253
2026-04-15,T02,250306433
2026-04-15,T03,196669340
2026-04-15,T04,234662281
2026-04-16,T01,288868495
2026-04-16,T02,248871318
2026-04-16,T03,195541750
2026-04-16,T04,233316861
2026-04-17,T01,287379671
2026-04-17,T02,247588640
2026-04-17,T03,194533931
2026-04-17,T04,232114350
2026-04-18,T01,268874317
2026-04-18,T02,231645566
2026-04-18,T03,182007230
2026-04-18,T04,217167718
2026-04-19,T01,259397657
2026-04-19,T02,223481058
2026-04-19,T03,175592260
2026-04-19,T04,209513492
2026-04-20,T01,286134895
2026-04-20,T02,246516218
2026-04-20,T03,193691314
2026-04-20,T04,231108954
2026-04-21,T01,290050872
2026-04-21,T02,249889982
2026-04-21,T03,196342129
2026-04-21,T04,234271858
2026-04-22,T01,296472995
2026-04-22,T02,255422888
2026-04-22,T03,200689412
2026-04-22,T04,239458958
2026-04-23,T01,293038292
2026-04-23,T02,252463759
2026-04-23,T03,198364382
2026-04-23,T04,236684774
2026-04-24,T01,287146896
2026-04-24,T02,247388095
2026-04-24,T03,194376360
2026-04-24,T04,231926339
2026-04-25,T01,264999072
2026-04-25,T02,228306893
2026-04-25,T03,179383987
2026-04-25,T04,214037712
2026-04-26,T01,268531072
2026-04-26,T02,231349847
2026-04-26,T03,181774880
2026-04-26,T04,216890481
2026-04-27,T01,289302378
2026-04-27,T02,249245125
2026-04-27,T03,195835456
2026-04-27,T04,233667305
2026-04-28,T01,285234673
2026-04-28,T02,245740641
2026-04-28,T03,193081932
2026-04-28,T04,230381851
2026-04-29,T01,290776601
2026-04-29,T02,250515225
2026-04-29,T03,196833391
2026-04-29,T04,234858024
2026-04-30,T01,296907140
2026-04-30,T02,255796920
2026-04-30,T03,200983294
2026-04-30,T04,239809613
2026-05-01,T01,283030453
2026-05-01,T02,243841621
2026-05-01,T03,191589845
2026-05-01,T04,228601520
2026-05-02,T01,266286565
2026-05-02,T02,229416117
2026-05-02,T03,180255521
2026-05-02,T04,215077610
2026-05-03,T01,256382228
2026-05-03,T02,220883151
2026-05-03,T03,173551047
2026-05-03,T04,207077954
2026-05-04,T01,281541256
2026-05-04,T02,242558620
2026-05-04,T03,190581773
2026-05-04,T04,227398706
2026-05-05,T01,285192369
2026-05-05,T02,245704195
2026-05-05,T03,193053296
2026-05-05,T04,230347683
2026-05-06,T01,293184604
2026-05-06,T02,252589813
2026-05-06,T03,198463424
2026-05-06,T04,236802950
2026-05-07,T01,286266493
2026-05-07,T02,246629594
2026-05-07,T03,193780395
2026-05-07,T04,231215244
2026-05-08,T01,284889198
2026-05-08,T02,245443001
2026-05-08,T03,192848072
2026-05-08,T04,230102813
2026-05-09,T01,261498194
2026-05-09,T02,225290751
2026-05-09,T03,177014162
2026-05-09,T04,211210079
2026-05-10,T01,263459203
2026-05-10,T02,226980236
2026-05-10,T03,178341614
2026-05-10,T04,212793971
2026-05-11,T01,285248118
2026-05-11,T02,245752224
2026-05-11,T03,193091033
2026-05-11,T04,230392710
2026-05-12,T01,286316503
2026-05-12,T02,246672679
2026-05-12,T03,193814248
2026-05-12,T04,231255637
2026-05-13,T01,285720845
2026-05-13,T02,246159497
2026-05-13,T03,193411033
2026-05-13,T04,230774528
2026-05-14,T01,294421311
2026-05-14,T02,253655283
2026-05-14,T03,199300580
2026-05-14,T04,237801828
2026-05-15,T01,284960603
