date,merchant_id,clicks
2025-06-20,M027,707730
2025-06-20,M028,566539
2025-06-20,M029,690068
2025-06-20,M030,686641
2025-06-20,M031,594791
2025-06-20,M032,535073
2025-06-20,M033,976336
2025-06-20,M034,824608
2025-06-20,M035,1001715
2025-06-20,M036,568776
2025-06-20,M037,653296
2025-06-20,M038,602975
2025-06-20,M039,719993
2025-06-20,M040,667046
2025-06-20,M041,1117175
2025-06-20,M042,1029697
2025-06-20,M043,670706
2025-06-20,M044,541471
2025-06-20,M045,1042690
2025-06-20,M046,848663
2025-06-20,M047,921006
2025-06-20,M048,851327
2025-06-21,M001,212100
2025-06-21,M002,168817
2025-06-21,M003,264531
2025-06-21,M004,312119
2025-06-21,M005,459251
2025-06-21,M006,352935
2025-06-21,M007,353460
2025-06-21,M008,268148
2025-06-21,M009,346306
2025-06-21,M010,264105
2025-06-21,M011,366134
2025-06-21,M012,459999
2025-06-21,M013,471337
2025-06-21,M014,385017
2025-06-21,M015,312281
2025-06-21,M016,372428
2025-06-21,M017,494429
2025-06-21,M018,441019
2025-06-21,M019,349989
2025-06-21,M020,448016
2025-06-21,M021,656825
2025-06-21,M022,312602
2025-06-21,M023,433873
2025-06-21,M024,487597
2025-06-21,M025,517705
2025-06-21,M026,426927
2025-06-21,M027,530267
2025-06-21,M028,556729
2025-06-21,M029,532544
2025-06-21,M030,398197
2025-06-21,M031,391568
2025-06-21,M032,482596
2025-06-21,M033,720835
2025-06-21,M034,499581
2025-06-21,M035,745057
2025-06-21,M036,574052
2025-06-21,M037,533452
2025-06-21,M038,358894
2025-06-21,M039,538396
2025-06-21,M040,600865
2025-06-21,M041,900670
2025-06-21,M042,661393
2025-06-21,M043,434188
2025-06-21,M044,575859
2025-06-21,M045,779443
2025-06-21,M046,525797
2025-06-21,M047,656655
2025-06-21,M048,821964
2025-06-22,M001,108724
2025-06-22,M002,255081
2025-06-22,M003,205914
2025-06-22,M004,468020
2025-06-22,M005,248406
2025-06-22,M006,480840
2025-06-22,M007,298368
2025-06-22,M008,350748
2025-06-22,M009,212928
2025-06-22,M010,348909
2025-06-22,M011,332069
2025-06-22,M012,658456
2025-06-22,M013,261390
2025-06-22,M014,547416
2025-06-22,M015,277468
2025-06-22,M016,510476
2025-06-22,M017,294115
2025-06-22,M018,543342
2025-06-22,M019,327003
2025-06-22,M020,616220
2025-06-22,M021,344149
2025-06-22,M022,438367
2025-06-22,M023,349928
2025-06-22,M024,739842
2025-06-22,M025,276485
2025-06-22,M026,575412
2025-06-22,M027,447058
2025-06-22,M028,789034
2025-06-22,M029,309837
2025-06-22,M030,630336
2025-06-22,M031,375017
2025-06-22,M032,735354
2025-06-22,M033,350133
2025-06-22,M034,772479
2025-06-22,M035,621818
2025-06-22,M036,784749
2025-06-22,M037,266986
2025-06-22,M038,579191
2025-06-22,M039,483705
2025-06-22,M040,883270
2025-06-22,M041,462123
2025-06-22,M042,865708
2025-06-22,M043,374718
2025-06-22,M044,811647
2025-06-22,M045,439003
2025-06-22,M046,705377
2025-06-22,M047,610673
2025-06-22,M048,1074941
2025-06-23,M001,180554
2025-06-23,M002,273617
2025-06-23,M003,329096
2025-06-23,M004,319022
2025-06-23,M005,383265
2025-06-23,M006,536564
2025-06-23,M007,460230
2025-06-23,M008,233403
2025-06-23,M009,310525
2025-06-23,M010,386450
2025-06-23,M011,456843
2025-06-23,M012,409796
2025-06-23,M013,412479
2025-06-23,M014,535662
2025-06-23,M015,383636
2025-06-23,M016,365473
2025-06-23,M017,481113
2025-06-23,M018,639923
2025-06-23,M019,478613
2025-06-23,M020,402145
2025-06-23,M021,487095
2025-06-23,M022,468970
2025-06-23,M023,573935
2025-06-23,M024,462453
2025-06-23,M025,406305
2025-06-23,M026,605730
2025-06-23,M027,653379
2025-06-23,M028,576737
2025-06-23,M029,452389
2025-06-23,M030,620915
2025-06-23,M031,522677
2025-06-23,M032,444288
2025-06-23,M033,573004
2025-06-23,M034,761231
2025-06-23,M035,906942
2025-06-23,M036,544309
2025-06-23,M037,438961
2025-06-23,M038,598175
2025-06-23,M039,706216
2025-06-23,M040,624582
2025-06-23,M041,790296
2025-06-23,M042,884767
2025-06-23,M043,546702
2025-06-23,M044,526585
2025-06-23,M045,653523
2025-06-23,M046,763529
2025-06-23,M047,915179
2025-06-23,M048,715311
2025-06-24,M001,241929
2025-06-24,M002,240128
2025-06-24,M003,285352
2025-06-24,M004,269791
2025-06-24,M005,529135
2025-06-24,M006,455469
2025-06-24,M007,444797
2025-06-24,M008,216711
2025-06-24,M009,418016
2025-06-24,M010,365976
2025-06-24,M011,405181
2025-06-24,M012,386579
2025-06-24,M013,492600
2025-06-24,M014,440937
2025-06-24,M015,357055
2025-06-24,M016,310596
2025-06-24,M017,555980
2025-06-24,M018,530675
2025-06-24,M019,420531
2025-06-24,M020,392937
2025-06-24,M021,748534
2025-06-24,M022,388708
2025-06-24,M023,466017
2025-06-24,M024,412211
2025-06-24,M025,543653
2025-06-24,M026,486817
2025-06-24,M027,577627
2025-06-24,M028,455539
2025-06-24,M029,620753
2025-06-24,M030,493535
2025-06-24,M031,465842
2025-06-24,M032,444633
2025-06-24,M033,819577
2025-06-24,M034,663023
2025-06-24,M035,804548
2025-06-24,M036,454378
2025-06-24,M037,531224
2025-06-24,M038,526496
2025-06-24,M039,600971
2025-06-24,M040,572543
2025-06-24,M041,968615
2025-06-24,M042,901788
2025-06-24,M043,542251
2025-06-24,M044,498190
2025-06-24,M045,873540
2025-06-24,M046,611957
2025-06-24,M047,838103
2025-06-24,M048,695226
2025-06-25,M001,226244
2025-06-25,M002,192072
2025-06-25,M003,287493
2025-06-25,M004,377726
2025-06-25,M005,534571
2025-06-25,M006,397183
2025-06-25,M007,445524
2025-06-25,M008,265783
2025-06-25,M009,421407
2025-06-25,M010,293751
2025-06-25,M011,416787
2025-06-25,M012,508245
2025-06-25,M013,534073
2025-06-25,M014,377059
2025-06-25,M015,361008
2025-06-25,M016,396223
2025-06-25,M017,586226
2025-06-25,M018,453459
2025-06-25,M019,436496
2025-06-25,M020,501441
2025-06-25,M021,672681
2025-06-25,M022,352944
2025-06-25,M023,500073
2025-06-25,M024,603306
2025-06-25,M025,577023
2025-06-25,M026,445448
2025-06-25,M027,609321
2025-06-25,M028,619634
2025-06-25,M029,551599
2025-06-25,M030,488474
2025-06-25,M031,441707
2025-06-25,M032,516694
2025-06-25,M033,790882
2025-06-25,M034,543883
2025-06-25,M035,840880
2025-06-25,M036,633245
2025-06-25,M037,546633
2025-06-25,M038,408568
2025-06-25,M039,625383
2025-06-25,M040,721347
2025-06-25,M041,898277
2025-06-25,M042,707438
2025-06-25,M043,496294
2025-06-25,M044,566445
2025-06-25,M045,764654
2025-06-25,M046,568897
2025-06-25,M047,809074
2025-06-25,M048,809807
2025-06-26,M001,123144
2025-06-26,M002,279909
2025-06-26,M003,251851
2025-06-26,M004,525614
2025-06-26,M005,295851
2025-06-26,M006,567186
2025-06-26,M007,375585
2025-06-26,M008,380974
2025-06-26,M009,229834
2025-06-26,M010,431960
2025-06-26,M011,330727
2025-06-26,M012,677630
2025-06-26,M013,279168
2025-06-26,M014,572553
2025-06-26,M015,270881
2025-06-26,M016,624274
2025-06-26,M017,321895
2025-06-26,M018,670734
2025-06-26,M019,367812
2025-06-26,M020,667246
2025-06-26,M021,402858
2025-06-26,M022,511112
2025-06-26,M023,410428
2025-06-26,M024,734175
2025-06-26,M025,330816
2025-06-26,M026,670874
2025-06-26,M027,501305
2025-06-26,M028,850066
2025-06-26,M029,323798
2025-06-26,M030,641887
2025-06-26,M031,379067
2025-06-26,M032,785557
2025-06-26,M033,432433
2025-06-26,M034,792468
2025-06-26,M035,703810
2025-06-26,M036,910040
2025-06-26,M037,312055
2025-06-26,M038,610268
2025-06-26,M039,527412
2025-06-26,M040,987192
2025-06-26,M041,517958
2025-06-26,M042,1027838
2025-06-26,M043,441816
2025-06-26,M044,837593
2025-06-26,M045,482579
2025-06-26,M046,768119
2025-06-26,M047,629546
2025-06-26,M048,1230016
2025-06-27,M001,175257
2025-06-27,M002,268371
2025-06-27,M003,320008
2025-06-27,M004,308539
2025-06-27,M005,380246
2025-06-27,M006,570656
2025-06-27,M007,486596
2025-06-27,M008,251293
2025-06-27,M009,332327
2025-06-27,M010,361155
2025-06-27,M011,460109
2025-06-27,M012,428226
2025-06-27,M013,384734
2025-06-27,M014,560320
2025-06-27,M015,418437
2025-06-27,M016,380981
2025-06-27,M017,438563
2025-06-27,M018,603183
2025-06-27,M019,454191
2025-06-27,M020,399761
2025-06-27,M021,522226
2025-06-27,M022,472968
2025-06-27,M023,549541
2025-06-27,M024,475514
2025-06-27,M025,401626
2025-06-27,M026,563868
2025-06-27,M027,654216
2025-06-27,M028,517790
2025-06-27,M029,431725
2025-06-27,M030,566553
2025-06-27,M031,553065
2025-06-27,M032,429062
2025-06-27,M033,534639
2025-06-27,M034,795626
2025-06-27,M035,880992
2025-06-27,M036,558792
2025-06-27,M037,454478
2025-06-27,M038,585804
2025-06-27,M039,645059
2025-06-27,M040,633353
2025-06-27,M041,722672
2025-06-27,M042,886073
2025-06-27,M043,563809
2025-06-27,M044,494760
2025-06-27,M045,660046
2025-06-27,M046,707964
2025-06-27,M047,884144
2025-06-27,M048,710685
2025-06-28,M001,225740
2025-06-28,M002,199904
2025-06-28,M003,281265
2025-06-28,M004,248508
2025-06-28,M005,494937
2025-06-28,M006,411435
2025-06-28,M007,388506
2025-06-28,M008,193872
2025-06-28,M009,395385
2025-06-28,M010,330906
2025-06-28,M011,361345
2025-06-28,M012,331888
2025-06-28,M013,486550
2025-06-28,M014,450172
2025-06-28,M015,314532
2025-06-28,M016,309463
2025-06-28,M017,519214
2025-06-28,M018,475773
2025-06-28,M019,388358
2025-06-28,M020,329871
2025-06-28,M021,636033
2025-06-28,M022,341133
2025-06-28,M023,417263
2025-06-28,M024,380090
2025-06-28,M025,528875
2025-06-28,M026,450608
2025-06-28,M027,574615
2025-06-28,M028,422224
2025-06-28,M029,566744
2025-06-28,M030,468099
2025-06-28,M031,403364
2025-06-28,M032,383024
2025-06-28,M033,709355
2025-06-28,M034,601845
2025-06-28,M035,774652
2025-06-28,M036,477413
2025-06-28,M037,519437
2025-06-28,M038,444945
2025-06-28,M039,582104
2025-06-28,M040,466773
2025-06-28,M041,911411
2025-06-28,M042,807606
2025-06-28,M043,460347
2025-06-28,M044,431697
2025-06-28,M045,733110
2025-06-28,M046,554746
2025-06-28,M047,667425
2025-06-28,M048,621600
2025-06-29,M001,203084
2025-06-29,M002,183976
2025-06-29,M003,263140
2025-06-29,M004,325637
2025-06-29,M005,434908
2025-06-29,M006,379331
2025-06-29,M007,365417
2025-06-29,M008,265511
2025-06-29,M009,354726
2025-06-29,M010,248864
2025-06-29,M011,396097
2025-06-29,M012,441273
2025-06-29,M013,494512
2025-06-29,M014,371079
2025-06-29,M015,297833
2025-06-29,M016,373876
2025-06-29,M017,571249
2025-06-29,M018,419659
2025-06-29,M019,386992
2025-06-29,M020,415849
2025-06-29,M021,643663
2025-06-29,M022,299415
2025-06-29,M023,424469
2025-06-29,M024,486839
2025-06-29,M025,475671
2025-06-29,M026,424518
2025-06-29,M027,591261
2025-06-29,M028,577674
2025-06-29,M029,554339
2025-06-29,M030,399943
2025-06-29,M031,390524
2025-06-29,M032,481243
2025-06-29,M033,674624
2025-06-29,M034,482089
2025-06-29,M035,768285
2025-06-29,M036,552100
2025-06-29,M037,479794
2025-06-29,M038,384526
2025-06-29,M039,541871
2025-06-29,M040,647584
2025-06-29,M041,919457
2025-06-29,M042,658192
2025-06-29,M043,426688
2025-06-29,M044,573214
2025-06-29,M045,745607
2025-06-29,M046,508728
2025-06-29,M047,660594
2025-06-29,M048,819003
2025-06-30,M001,127959
2025-06-30,M002,277142
2025-06-30,M003,247293
2025-06-30,M004,537842
2025-06-30,M005,299989
2025-06-30,M006,611929
2025-06-30,M007,367201
2025-06-30,M008,384676
2025-06-30,M009,212250
2025-06-30,M010,428260
2025-06-30,M011,349453
2025-06-30,M012,743161
2025-06-30,M013,274470
2025-06-30,M014,597942
2025-06-30,M015,294745
2025-06-30,M016,591308
2025-06-30,M017,313664
2025-06-30,M018,697858
2025-06-30,M019,343749
2025-06-30,M020,701665
2025-06-30,M021,384742
2025-06-30,M022,480909
2025-06-30,M023,395585
2025-06-30,M024,827499
2025-06-30,M025,299285
2025-06-30,M026,610462
2025-06-30,M027,551679
2025-06-30,M028,919929
2025-06-30,M029,332425
2025-06-30,M030,610575
2025-06-30,M031,411993
2025-06-30,M032,710534
2025-06-30,M033,398796
2025-06-30,M034,754878
2025-06-30,M035,674933
2025-06-30,M036,853261
2025-06-30,M037,297108
2025-06-30,M038,584247
2025-06-30,M039,551153
2025-06-30,M040,941333
2025-06-30,M041,547576
2025-06-30,M042,981113
2025-06-30,M043,460628
2025-06-30,M044,799977
2025-06-30,M045,476550
2025-06-30,M046,789806
2025-06-30,M047,619729
2025-06-30,M048,1198015
2025-07-01,M001,218634
2025-07-01,M002,192002
2025-07-01,M003,264780
2025-07-01,M004,318651
2025-07-01,M005,494974
2025-07-01,M006,389557
2025-07-01,M007,432473
2025-07-01,M008,263423
2025-07-01,M009,374634
2025-07-01,M010,285520
2025-07-01,M011,402362
2025-07-01,M012,460699
2025-07-01,M013,481069
2025-07-01,M014,410648
2025-07-01,M015,338522
2025-07-01,M016,370120
2025-07-01,M017,612515
2025-07-01,M018,415156
2025-07-01,M019,399696
2025-07-01,M020,479580
2025-07-01,M021,692800
2025-07-01,M022,304052
2025-07-01,M023,497007
2025-07-01,M024,546899
2025-07-01,M025,552356
2025-07-01,M026,428484
2025-07-01,M027,576519
2025-07-01,M028,583523
2025-07-01,M029,577117
2025-07-01,M030,440380
2025-07-01,M031,450729
2025-07-01,M032,495551
2025-07-01,M033,759995
2025-07-01,M034,536570
2025-07-01,M035,815957
2025-07-01,M036,653730
2025-07-01,M037,516991
2025-07-01,M038,416403
2025-07-01,M039,577223
2025-07-01,M040,683478
2025-07-01,M041,971118
2025-07-01,M042,665511
2025-07-01,M043,502526
2025-07-01,M044,601773
2025-07-01,M045,771373
2025-07-01,M046,540217
2025-07-01,M047,747905
2025-07-01,M048,811556
2025-07-02,M001,119459
2025-07-02,M002,283318
2025-07-02,M003,222008
2025-07-02,M004,498510
2025-07-02,M005,288679
2025-07-02,M006,522840
2025-07-02,M007,344171
2025-07-02,M008,364987
2025-07-02,M009,239209
2025-07-02,M010,374783
2025-07-02,M011,354437
2025-07-02,M012,656751
2025-07-02,M013,261693
2025-07-02,M014,538931
2025-07-02,M015,279416
2025-07-02,M016,571741
2025-07-02,M017,333524
2025-07-02,M018,640437
2025-07-02,M019,341556
2025-07-02,M020,611519
2025-07-02,M021,350887
2025-07-02,M022,467362
2025-07-02,M023,375154
2025-07-02,M024,771429
2025-07-02,M025,328554
2025-07-02,M026,595093
2025-07-02,M027,475424
2025-07-02,M028,854033
2025-07-02,M029,312791
2025-07-02,M030,658232
2025-07-02,M031,398923
2025-07-02,M032,780924
2025-07-02,M033,378966
2025-07-02,M034,746115
2025-07-02,M035,685781
2025-07-02,M036,888972
2025-07-02,M037,314421
2025-07-02,M038,599636
2025-07-02,M039,463196
2025-07-02,M040,911990
2025-07-02,M041,546824
2025-07-02,M042,1022051
2025-07-02,M043,391314
2025-07-02,M044,756760
2025-07-02,M045,452669
2025-07-02,M046,732876
2025-07-02,M047,586718
2025-07-02,M048,1156426
2025-07-03,M001,181871
2025-07-03,M002,231778
2025-07-03,M003,350465
2025-07-03,M004,286206
2025-07-03,M005,392312
2025-07-03,M006,518239
2025-07-03,M007,477960
2025-07-03,M008,236214
2025-07-03,M009,316162
2025-07-03,M010,378596
2025-07-03,M011,449010
2025-07-03,M012,419812
2025-07-03,M013,388436
2025-07-03,M014,515394
2025-07-03,M015,359692
2025-07-03,M016,336308
2025-07-03,M017,430829
2025-07-03,M018,555646
2025-07-03,M019,474020
2025-07-03,M020,409352
2025-07-03,M021,483645
2025-07-03,M022,448470
2025-07-03,M023,493682
2025-07-03,M024,490161
2025-07-03,M025,440472
2025-07-03,M026,591939
2025-07-03,M027,668327
2025-07-03,M028,525803
2025-07-03,M029,405501
2025-07-03,M030,542232
2025-07-03,M031,503791
2025-07-03,M032,421466
2025-07-03,M033,599503
2025-07-03,M034,696028
2025-07-03,M035,814532
2025-07-03,M036,504427
2025-07-03,M037,403662
2025-07-03,M038,553326
2025-07-03,M039,694232
2025-07-03,M040,618451
2025-07-03,M041,725628
2025-07-03,M042,932762
2025-07-03,M043,579247
2025-07-03,M044,476136
2025-07-03,M045,576942
2025-07-03,M046,664509
2025-07-03,M047,821648
2025-07-03,M048,764159
2025-07-04,M001,224207
2025-07-04,M002,211390
2025-07-04,M003,278763
2025-07-04,M004,271028
2025-07-04,M005,544381
2025-07-04,M006,435128
2025-07-04,M007,432824
2025-07-04,M008,199699
2025-07-04,M009,433805
2025-07-04,M010,348176
2025-07-04,M011,398105
2025-07-04,M012,389111
2025-07-04,M013,501756
2025-07-04,M014,419940
2025-07-04,M015,352812
2025-07-04,M016,286239
2025-07-04,M017,588201
2025-07-04,M018,532844
2025-07-04,M019,376535
2025-07-04,M020,363030
2025-07-04,M021,706009
2025-07-04,M022,352817
2025-07-04,M023,445944
2025-07-04,M024,402867
2025-07-04,M025,519053
2025-07-04,M026,539129
2025-07-04,M027,629407
2025-07-04,M028,497613
2025-07-04,M029,543391
2025-07-04,M030,552286
2025-07-04,M031,440024
2025-07-04,M032,386343
2025-07-04,M033,781395
2025-07-04,M034,649301
2025-07-04,M035,820292
2025-07-04,M036,437766
2025-07-04,M037,529768
2025-07-04,M038,525941
2025-07-04,M039,635341
2025-07-04,M040,517990
2025-07-04,M041,909970
2025-07-04,M042,756585
2025-07-04,M043,463438
2025-07-04,M044,471161
2025-07-04,M045,755107
2025-07-04,M046,658207
2025-07-04,M047,758351
2025-07-04,M048,688997
2025-07-05,M001,184936
2025-07-05,M002,164400
2025-07-05,M003,260356
2025-07-05,M004,317683
2025-07-05,M005,453116
2025-07-05,M006,362992
2025-07-05,M007,353522
2025-07-05,M008,230919
2025-07-05,M009,334426
2025-07-05,M010,265357
2025-07-05,M011,371257
2025-07-05,M012,417949
2025-07-05,M013,442488
2025-07-05,M014,353009
2025-07-05,M015,292942
2025-07-05,M016,354776
2025-07-05,M017,473792
2025-07-05,M018,369980
2025-07-05,M019,376437
2025-07-05,M020,389332
2025-07-05,M021,576138
2025-07-05,M022,271488
2025-07-05,M023,443411
2025-07-05,M024,499500
2025-07-05,M025,513133
2025-07-05,M026,380797
2025-07-05,M027,561719
2025-07-05,M028,572784
2025-07-05,M029,544614
2025-07-05,M030,399753
2025-07-05,M031,403599
2025-07-05,M032,436866
2025-07-05,M033,638528
2025-07-05,M034,515654
2025-07-05,M035,720767
2025-07-05,M036,565649
2025-07-05,M037,480067
2025-07-05,M038,385116
2025-07-05,M039,545960
2025-07-05,M040,639361
2025-07-05,M041,812761
2025-07-05,M042,663852
2025-07-05,M043,417510
2025-07-05,M044,494015
2025-07-05,M045,755798
2025-07-05,M046,454546
2025-07-05,M047,702694
2025-07-05,M048,764735
2025-07-06,M001,108490
2025-07-06,M002,251500
2025-07-06,M003,204490
2025-07-06,M004,411258
2025-07-06,M005,268090
2025-07-06,M006,506928
2025-07-06,M007,295386
2025-07-06,M008,348164
2025-07-06,M009,212614
2025-07-06,M010,335920
2025-07-06,M011,288471
2025-07-06,M012,617717
2025-07-06,M013,246508
2025-07-06,M014,478221
2025-07-06,M015,261053
2025-07-06,M016,496181
2025-07-06,M017,272910
2025-07-06,M018,567127
2025-07-06,M019,310216
2025-07-06,M020,555088
2025-07-06,M021,317727
2025-07-06,M022,402954
2025-07-06,M023,364832
2025-07-06,M024,651765
2025-07-06,M025,270246
2025-07-06,M026,505508
2025-07-06,M027,486190
2025-07-06,M028,811389
2025-07-06,M029,282708
2025-07-06,M030,555052
2025-07-06,M031,359621
2025-07-06,M032,699239
2025-07-06,M033,359967
2025-07-06,M034,750939
2025-07-06,M035,574469
2025-07-06,M036,814166
2025-07-06,M037,266786
2025-07-06,M038,578745
2025-07-06,M039,427910
2025-07-06,M040,792918
2025-07-06,M041,459886
2025-07-06,M042,930275
2025-07-06,M043,358177
2025-07-06,M044,714309
2025-07-06,M045,402496
2025-07-06,M046,671692
2025-07-06,M047,593778
2025-07-06,M048,986371
2025-07-07,M001,175075
2025-07-07,M002,264169
2025-07-07,M003,306639
2025-07-07,M004,322451
2025-07-07,M005,384170
2025-07-07,M006,499498
2025-07-07,M007,482637
2025-07-07,M008,246077
2025-07-07,M009,322976
2025-07-07,M010,391681
2025-07-07,M011,493932
2025-07-07,M012,451112
2025-07-07,M013,358402
2025-07-07,M014,531248
2025-07-07,M015,376040
2025-07-07,M016,346383
2025-07-07,M017,453478
2025-07-07,M018,596297
2025-07-07,M019,473431
2025-07-07,M020,378955
2025-07-07,M021,488621
2025-07-07,M022,418882
2025-07-07,M023,521917
2025-07-07,M024,486022
2025-07-07,M025,449200
2025-07-07,M026,559863
2025-07-07,M027,729568
2025-07-07,M028,544108
2025-07-07,M029,438362
2025-07-07,M030,536268
2025-07-07,M031,484347
2025-07-07,M032,470916
2025-07-07,M033,573708
2025-07-07,M034,753504
2025-07-07,M035,869985
2025-07-07,M036,504412
2025-07-07,M037,438845
2025-07-07,M038,524875
2025-07-07,M039,621310
2025-07-07,M040,551724
2025-07-07,M041,654226
2025-07-07,M042,955829
2025-07-07,M043,534415
2025-07-07,M044,459442
2025-07-07,M045,597560
2025-07-07,M046,719460
2025-07-07,M047,892581
2025-07-07,M048,691556
2025-07-08,M001,239324
2025-07-08,M002,229574
2025-07-08,M003,301588
2025-07-08,M004,267715
2025-07-08,M005,483837
2025-07-08,M006,487957
2025-07-08,M007,397381
2025-07-08,M008,211602
2025-07-08,M009,383468
2025-07-08,M010,306905
2025-07-08,M011,436423
2025-07-08,M012,404935
2025-07-08,M013,495431
2025-07-08,M014,474491
2025-07-08,M015,330101
2025-07-08,M016,330900
2025-07-08,M017,548555
2025-07-08,M018,489051
2025-07-08,M019,406091
2025-07-08,M020,346957
2025-07-08,M021,622550
2025-07-08,M022,405222
2025-07-08,M023,500289
2025-07-08,M024,453796
2025-07-08,M025,517479
2025-07-08,M026,461279
2025-07-08,M027,649611
2025-07-08,M028,475066
2025-07-08,M029,571741
2025-07-08,M030,537442
2025-07-08,M031,477177
2025-07-08,M032,397507
2025-07-08,M033,735208
2025-07-08,M034,660127
2025-07-08,M035,812096
2025-07-08,M036,464320
2025-07-08,M037,590469
2025-07-08,M038,486979
2025-07-08,M039,631562
2025-07-08,M040,562814
2025-07-08,M041,986963
2025-07-08,M042,801417
2025-07-08,M043,498159
2025-07-08,M044,482455
2025-07-08,M045,876510
2025-07-08,M046,585407
2025-07-08,M047,798518
2025-07-08,M048,609923
2025-07-09,M001,237742
2025-07-09,M002,183634
2025-07-09,M003,292926
2025-07-09,M004,344587
2025-07-09,M005,494179
2025-07-09,M006,368974
2025-07-09,M007,385513
2025-07-09,M008,270252
2025-07-09,M009,375431
2025-07-09,M010,305368
2025-07-09,M011,426209
2025-07-09,M012,446740
2025-07-09,M013,500225
2025-07-09,M014,381542
2025-07-09,M015,355820
2025-07-09,M016,369709
2025-07-09,M017,560050
2025-07-09,M018,407183
2025-07-09,M019,418270
2025-07-09,M020,470970
2025-07-09,M021,637990
2025-07-09,M022,328814
2025-07-09,M023,453788
2025-07-09,M024,533891
2025-07-09,M025,552851
2025-07-09,M026,439381
2025-07-09,M027,629877
2025-07-09,M028,564068
2025-07-09,M029,585956
2025-07-09,M030,416539
2025-07-09,M031,471805
2025-07-09,M032,505476
2025-07-09,M033,781669
2025-07-09,M034,541008
2025-07-09,M035,754374
2025-07-09,M036,646500
2025-07-09,M037,509755
2025-07-09,M038,407393
2025-07-09,M039,608175
2025-07-09,M040,684615
2025-07-09,M041,987897
2025-07-09,M042,678111
2025-07-09,M043,471332
2025-07-09,M044,575333
2025-07-09,M045,800764
2025-07-09,M046,565475
2025-07-09,M047,707298
2025-07-09,M048,907528
2025-07-10,M001,126952
2025-07-10,M002,274810
2025-07-10,M003,277641
2025-07-10,M004,514745
2025-07-10,M005,285478
2025-07-10,M006,640572
2025-07-10,M007,395400
2025-07-10,M008,399748
2025-07-10,M009,250493
2025-07-10,M010,436742
2025-07-10,M011,385359
2025-07-10,M012,687861
2025-07-10,M013,301351
2025-07-10,M014,582310
2025-07-10,M015,296844
2025-07-10,M016,577891
2025-07-10,M017,367496
2025-07-10,M018,713177
2025-07-10,M019,374245
2025-07-10,M020,664250
2025-07-10,M021,415264
2025-07-10,M022,457621
2025-07-10,M023,417539
2025-07-10,M024,764234
2025-07-10,M025,334076
2025-07-10,M026,701848
2025-07-10,M027,515597
2025-07-10,M028,892425
2025-07-10,M029,326016
2025-07-10,M030,669642
2025-07-10,M031,398218
2025-07-10,M032,769657
2025-07-10,M033,441492
2025-07-10,M034,871955
2025-07-10,M035,710698
2025-07-10,M036,916361
2025-07-10,M037,331757
2025-07-10,M038,598688
2025-07-10,M039,525650
2025-07-10,M040,996634
2025-07-10,M041,600189
2025-07-10,M042,1091844
2025-07-10,M043,455177
2025-07-10,M044,924592
2025-07-10,M045,497290
2025-07-10,M046,784487
2025-07-10,M047,638536
2025-07-10,M048,1285374
2025-07-11,M001,191037
2025-07-11,M002,258506
2025-07-11,M003,330964
2025-07-11,M004,299041
2025-07-11,M005,392735
2025-07-11,M006,518413
2025-07-11,M007,514880
2025-07-11,M008,259877
2025-07-11,M009,324608
2025-07-11,M010,420460
2025-07-11,M011,480815
2025-07-11,M012,461759
2025-07-11,M013,413962
2025-07-11,M014,530838
2025-07-11,M015,388375
2025-07-11,M016,366824
2025-07-11,M017,463866
2025-07-11,M018,660110
2025-07-11,M019,532884
2025-07-11,M020,428638
2025-07-11,M021,522431
2025-07-11,M022,428318
2025-07-11,M023,614926
2025-07-11,M024,482891
2025-07-11,M025,460172
2025-07-11,M026,559607
2025-07-11,M027,714769
2025-07-11,M028,612279
2025-07-11,M029,460338
2025-07-11,M030,656372
2025-07-11,M031,553758
2025-07-11,M032,520810
2025-07-11,M033,559595
2025-07-11,M034,814086
2025-07-11,M035,992571
2025-07-11,M036,525582
2025-07-11,M037,432267
2025-07-11,M038,608072
2025-07-11,M039,687852
2025-07-11,M040,648355
2025-07-11,M041,770472
2025-07-11,M042,994943
2025-07-11,M043,642221
2025-07-11,M044,541728
2025-07-11,M045,665978
2025-07-11,M046,783798
2025-07-11,M047,981937
2025-07-11,M048,723897
2025-07-12,M001,223278
2025-07-12,M002,218555
2025-07-12,M003,263227
2025-07-12,M004,283378
2025-07-12,M005,486726
2025-07-12,M006,480070
2025-07-12,M007,414652
2025-07-12,M008,196126
2025-07-12,M009,366800
2025-07-12,M010,339647
2025-07-12,M011,400209
2025-07-12,M012,397445
2025-07-12,M013,487880
2025-07-12,M014,434774
2025-07-12,M015,318222
2025-07-12,M016,316397
2025-07-12,M017,593294
2025-07-12,M018,500497
2025-07-12,M019,368250
2025-07-12,M020,351608
2025-07-12,M021,634841
2025-07-12,M022,378395
2025-07-12,M023,444020
2025-07-12,M024,393788
2025-07-12,M025,583825
2025-07-12,M026,481516
2025-07-12,M027,568492
2025-07-12,M028,502228
2025-07-12,M029,542356
2025-07-12,M030,503196
2025-07-12,M031,428882
2025-07-12,M032,407117
2025-07-12,M033,720293
2025-07-12,M034,598412
2025-07-12,M035,746032
2025-07-12,M036,474220
2025-07-12,M037,540958
2025-07-12,M038,460170
2025-07-12,M039,533199
2025-07-12,M040,475920
2025-07-12,M041,904820
2025-07-12,M042,837334
2025-07-12,M043,447946
2025-07-12,M044,456639
2025-07-12,M045,758368
