date,merchant_id,product_id,traffic_id,gross_revenue
2025-05-02,M002,P04,T01,116929.83
2025-05-02,M003,P01,T03,94108.52
2025-05-02,M004,P02,T01,187876.53
2025-05-02,M005,P03,T03,96322.24
2025-05-02,M006,P04,T01,180891.53
2025-05-02,M007,P01,T03,138688.85
2025-05-02,M008,P02,T01,141533.31
2025-05-02,M009,P03,T03,77808.25
2025-05-02,M010,P04,T01,169294.1
2025-05-02,M011,P01,T03,128006.02
2025-05-02,M012,P02,T01,221364.05
2025-05-02,M013,P03,T03,121490.71
2025-05-02,M014,P04,T01,240910.09
2025-05-02,M015,P01,T03,105042.25
2025-05-02,M016,P02,T01,215172.03
2025-05-02,M017,P03,T03,109934.76
2025-05-02,M018,P04,T01,205735.69
2025-05-02,M019,P01,T03,154013.62
2025-05-02,M020,P02,T01,269378.07
2025-05-02,M021,P03,T03,153003.2
2025-05-02,M022,P04,T01,184404.69
2025-05-02,M023,P01,T03,147835.32
2025-05-02,M024,P02,T01,239914.24
2025-05-02,M025,P03,T03,125986.52
2025-05-02,M026,P04,T01,245261.83
2025-05-02,M027,P01,T03,200916.94
2025-05-02,M028,P02,T01,355703.09
2025-05-02,M029,P03,T03,115211.13
2025-05-02,M030,P04,T01,219526.24
2025-05-02,M031,P01,T03,160551.31
2025-05-02,M032,P02,T01,330221.03
2025-05-02,M033,P03,T03,162154.61
2025-05-02,M034,P04,T01,296911.58
2025-05-02,M035,P01,T03,213807.07
2025-05-02,M036,P02,T01,265771.75
2025-05-02,M037,P03,T03,146332.89
2025-05-02,M038,P04,T01,265752.92
2025-05-02,M039,P01,T03,210096.86
2025-05-02,M040,P02,T01,376000.33
2025-05-02,M041,P03,T03,179491.96
2025-05-02,M042,P04,T01,311766.17
2025-05-02,M043,P01,T03,193243.56
2025-05-02,M044,P02,T01,344904.0
2025-05-02,M045,P03,T03,156900.11
2025-05-02,M046,P04,T01,307603.58
2025-05-02,M047,P01,T03,232649.2
2025-05-02,M048,P02,T01,412071.75
2025-05-03,M001,P04,T04,72201.23
2025-05-03,M002,P01,T02,100078.43
2025-05-03,M003,P02,T04,116959.35
2025-05-03,M004,P03,T02,107067.48
2025-05-03,M005,P04,T04,117034.39
2025-05-03,M006,P01,T02,164003.29
2025-05-03,M007,P02,T04,173891.07
2025-05-03,M008,P03,T02,80223.17
2025-05-03,M009,P04,T04,106099.54
2025-05-03,M010,P01,T02,121497.08
2025-05-03,M011,P02,T04,150519.03
2025-05-03,M012,P03,T02,136070.76
2025-05-03,M013,P04,T04,143857.95
2025-05-03,M014,P01,T02,188809.81
2025-05-03,M015,P02,T04,142309.83
2025-05-03,M016,P03,T02,121007.45
2025-05-03,M017,P04,T04,137029.81
2025-05-03,M018,P01,T02,154175.69
2025-05-03,M019,P02,T04,188261.79
2025-05-03,M020,P03,T02,162574.41
2025-05-03,M021,P04,T04,182511.16
2025-05-03,M022,P01,T02,151503.13
2025-05-03,M023,P02,T04,171248.45
2025-05-03,M024,P03,T02,139315.98
2025-05-03,M025,P04,T04,158956.77
2025-05-03,M026,P01,T02,206007.97
2025-05-03,M027,P02,T04,244866.32
2025-05-03,M028,P03,T02,199315.41
2025-05-03,M029,P04,T04,139101.24
2025-05-03,M030,P01,T02,193851.95
2025-05-03,M031,P02,T04,218332.87
2025-05-03,M032,P03,T02,163805.77
2025-05-03,M033,P04,T04,196359.16
2025-05-03,M034,P01,T02,230777.78
2025-05-03,M035,P02,T04,274081.47
2025-05-03,M036,P03,T02,147777.59
2025-05-03,M037,P04,T04,177365.42
2025-05-03,M038,P01,T02,230371.95
2025-05-03,M039,P02,T04,228047.23
2025-05-03,M040,P03,T02,195961.55
2025-05-03,M041,P04,T04,227580.25
2025-05-03,M042,P01,T02,284526.33
2025-05-03,M043,P02,T04,225721.85
2025-05-03,M044,P03,T02,167756.47
2025-05-03,M045,P04,T04,192727.65
2025-05-03,M046,P01,T02,231410.21
2025-05-03,M047,P02,T04,280660.05
2025-05-03,M048,P03,T02,238276.65
2025-05-04,M001,P01,T01,93434.51
2025-05-04,M002,P02,T03,86920.16
2025-05-04,M003,P03,T01,103260.93
2025-05-04,M004,P04,T03,84811.12
2025-05-04,M005,P01,T01,171411.07
2025-05-04,M006,P02,T03,141544.78
2025-05-04,M007,P03,T01,151307.2
2025-05-04,M008,P04,T03,70807.63
2025-05-04,M009,P01,T01,136350.9
2025-05-04,M010,P02,T03,123675.05
2025-05-04,M011,P03,T01,135393.92
2025-05-04,M012,P04,T03,122893.73
2025-05-04,M013,P01,T01,194714.47
2025-05-04,M014,P02,T03,161660.95
2025-05-04,M015,P03,T01,114095.6
2025-05-04,M016,P04,T03,99960.41
2025-05-04,M017,P01,T01,165918.94
2025-05-04,M018,P02,T03,142107.41
2025-05-04,M019,P03,T01,166839.76
2025-05-04,M020,P04,T03,139504.94
2025-05-04,M021,P01,T01,237851.67
2025-05-04,M022,P02,T03,124046.7
2025-05-04,M023,P03,T01,144472.7
2025-05-04,M024,P04,T03,130679.85
2025-05-04,M025,P01,T01,205032.93
2025-05-04,M026,P02,T03,169919.51
2025-05-04,M027,P03,T01,207356.71
2025-05-04,M028,P04,T03,163660.07
2025-05-04,M029,P01,T01,179973.23
2025-05-04,M030,P02,T03,162308.31
2025-05-04,M031,P03,T01,181042.43
2025-05-04,M032,P04,T03,156580.66
2025-05-04,M033,P01,T01,246381.86
2025-05-04,M034,P02,T03,203737.46
2025-05-04,M035,P03,T01,243243.55
2025-05-04,M036,P04,T03,140222.37
2025-05-04,M037,P01,T01,218606.09
2025-05-04,M038,P02,T03,200196.43
2025-05-04,M039,P03,T01,203369.18
2025-05-04,M040,P04,T03,190590.4
2025-05-04,M041,P01,T01,297212.33
2025-05-04,M042,P02,T03,262916.24
2025-05-04,M043,P03,T01,190841.79
2025-05-04,M044,P04,T03,159339.07
2025-05-04,M045,P01,T01,254483.65
2025-05-04,M046,P02,T03,238418.84
2025-05-04,M047,P03,T01,242726.69
2025-05-04,M048,P04,T03,205528.48
2025-05-05,M001,P02,T02,104983.26
2025-05-05,M002,P03,T04,79875.85
2025-05-05,M003,P04,T02,112201.76
2025-05-05,M004,P01,T04,133453.41
2025-05-05,M005,P02,T02,179661.79
2025-05-05,M006,P03,T04,124637.82
2025-05-05,M007,P04,T02,165253.38
2025-05-05,M008,P01,T04,107220.2
2025-05-05,M009,P02,T02,158102.21
2025-05-05,M010,P03,T04,108355.83
2025-05-05,M011,P04,T02,151733.77
2025-05-05,M012,P01,T04,171409.96
2025-05-05,M013,P02,T02,204638.67
2025-05-05,M014,P03,T04,152923.74
2025-05-05,M015,P04,T02,136572.75
2025-05-05,M016,P01,T04,146894.47
2025-05-05,M017,P02,T02,207174.94
2025-05-05,M018,P03,T04,151813.93
2025-05-05,M019,P04,T02,201761.89
2025-05-05,M020,P01,T04,209742.42
2025-05-05,M021,P02,T02,246584.17
2025-05-05,M022,P03,T04,117582.89
2025-05-05,M023,P04,T02,174433.2
2025-05-05,M024,P01,T04,169676.77
2025-05-05,M025,P02,T02,240878.21
2025-05-05,M026,P03,T04,174933.33
2025-05-05,M027,P04,T02,221936.81
2025-05-05,M028,P01,T04,257433.76
2025-05-05,M029,P02,T02,200318.25
2025-05-05,M030,P03,T04,147619.06
2025-05-05,M031,P04,T02,185352.85
2025-05-05,M032,P01,T04,209052.62
2025-05-05,M033,P02,T02,297866.81
2025-05-05,M034,P03,T04,208332.17
2025-05-05,M035,P04,T02,271571.62
2025-05-05,M036,P01,T04,203325.94
2025-05-05,M037,P02,T02,237351.18
2025-05-05,M038,P03,T04,182912.54
2025-05-05,M039,P04,T02,243022.94
2025-05-05,M040,P01,T04,244248.46
2025-05-05,M041,P02,T02,337647.75
2025-05-05,M042,P03,T04,240881.36
2025-05-05,M043,P04,T02,217842.83
2025-05-05,M044,P01,T04,227937.36
2025-05-05,M045,P02,T02,294161.66
2025-05-05,M046,P03,T04,216168.34
2025-05-05,M047,P04,T02,259617.71
2025-05-05,M048,P01,T04,277303.58
2025-05-06,M001,P03,T03,58904.52
2025-05-06,M002,P04,T01,108053.37
2025-05-06,M003,P01,T03,92644.56
2025-05-06,M004,P02,T01,182081.73
2025-05-06,M005,P03,T03,92403.72
2025-05-06,M006,P04,T01,173883.93
2025-05-06,M007,P01,T03,135882.21
2025-05-06,M008,P02,T01,160720.41
2025-05-06,M009,P03,T03,83237.06
2025-05-06,M010,P04,T01,152696.51
2025-05-06,M011,P01,T03,136390.65
2025-05-06,M012,P02,T01,241836.3
2025-05-06,M013,P03,T03,127928.29
2025-05-06,M014,P04,T01,236539.96
2025-05-06,M015,P01,T03,116450.25
2025-05-06,M016,P02,T01,191506.25
2025-05-06,M017,P03,T03,106059.07
2025-05-06,M018,P04,T01,190569.55
2025-05-06,M019,P01,T03,168589.07
2025-05-06,M020,P02,T01,270160.26
2025-05-06,M021,P03,T03,146005.26
2025-05-06,M022,P04,T01,172539.12
2025-05-06,M023,P01,T03,148842.76
2025-05-06,M024,P02,T01,239844.82
2025-05-06,M025,P03,T03,130298.71
2025-05-06,M026,P04,T01,234374.39
2025-05-06,M027,P01,T03,185868.27
2025-05-06,M028,P02,T01,346603.07
2025-05-06,M029,P03,T03,112346.3
2025-05-06,M030,P04,T01,211595.74
2025-05-06,M031,P01,T03,181324.41
2025-05-06,M032,P02,T01,292235.73
2025-05-06,M033,P03,T03,159218.89
2025-05-06,M034,P04,T01,290978.16
2025-05-06,M035,P01,T03,221597.85
2025-05-06,M036,P02,T01,273312.19
2025-05-06,M037,P03,T03,145001.0
2025-05-06,M038,P04,T01,243933.3
2025-05-06,M039,P01,T03,215962.39
2025-05-06,M040,P02,T01,334347.86
2025-05-06,M041,P03,T03,183141.61
2025-05-06,M042,P04,T01,348223.07
2025-05-06,M043,P01,T03,177520.03
2025-05-06,M044,P02,T01,336803.52
2025-05-06,M045,P03,T03,170798.66
2025-05-06,M046,P04,T01,317364.64
2025-05-06,M047,P01,T03,229295.71
2025-05-06,M048,P02,T01,378666.6
2025-05-07,M001,P04,T04,73469.34
2025-05-07,M002,P01,T02,107942.73
2025-05-07,M003,P02,T04,123441.98
2025-05-07,M004,P03,T02,110742.98
2025-05-07,M005,P04,T04,131986.74
2025-05-07,M006,P01,T02,182858.32
2025-05-07,M007,P02,T04,210928.52
2025-05-07,M008,P03,T02,98921.45
2025-05-07,M009,P04,T04,112951.76
2025-05-07,M010,P01,T02,146672.06
2025-05-07,M011,P02,T04,184166.19
2025-05-07,M012,P03,T02,139362.18
2025-05-07,M013,P04,T04,162439.35
2025-05-07,M014,P01,T02,222811.66
2025-05-07,M015,P02,T04,153141.26
2025-05-07,M016,P03,T02,118467.71
2025-05-07,M017,P04,T04,139623.03
2025-05-07,M018,P01,T02,171771.84
2025-05-07,M019,P02,T04,217883.27
2025-05-07,M020,P03,T02,185503.52
2025-05-07,M021,P04,T04,214737.1
2025-05-07,M022,P01,T02,159282.93
2025-05-07,M023,P02,T04,182410.75
2025-05-07,M024,P03,T02,165118.88
2025-05-07,M025,P04,T04,183549.04
2025-05-07,M026,P01,T02,219656.71
2025-05-07,M027,P02,T04,255337.19
2025-05-07,M028,P03,T02,192222.62
2025-05-07,M029,P04,T04,171431.45
2025-05-07,M030,P01,T02,211184.66
2025-05-07,M031,P02,T04,239836.54
2025-05-07,M032,P03,T02,188508.69
2025-05-07,M033,P04,T04,225387.76
2025-05-07,M034,P01,T02,244564.96
2025-05-07,M035,P02,T04,311345.42
2025-05-07,M036,P03,T02,162309.33
2025-05-07,M037,P04,T04,182660.09
2025-05-07,M038,P01,T02,234802.33
2025-05-07,M039,P02,T04,285590.16
2025-05-07,M040,P03,T02,209418.86
2025-05-07,M041,P04,T04,248916.74
2025-05-07,M042,P01,T02,282941.4
2025-05-07,M043,P02,T04,260480.5
2025-05-07,M044,P03,T02,190747.5
2025-05-07,M045,P04,T04,237684.1
2025-05-07,M046,P01,T02,260999.47
2025-05-07,M047,P02,T04,337681.73
2025-05-07,M048,P03,T02,232745.03
2025-05-08,M001,P01,T01,113157.74
2025-05-08,M002,P02,T03,99672.93
2025-05-08,M003,P03,T01,107594.08
2025-05-08,M004,P04,T03,106399.66
2025-05-08,M005,P01,T01,183656.34
2025-05-08,M006,P02,T03,162481.7
2025-05-08,M007,P03,T01,184479.19
2025-05-08,M008,P04,T03,90146.76
2025-05-08,M009,P01,T01,143192.04
2025-05-08,M010,P02,T03,128988.89
2025-05-08,M011,P03,T01,149263.32
2025-05-08,M012,P04,T03,125841.13
2025-05-08,M013,P01,T01,222219.77
2025-05-08,M014,P02,T03,200336.0
2025-05-08,M015,P03,T01,137676.91
2025-05-08,M016,P04,T03,107786.63
2025-05-08,M017,P01,T01,205608.57
2025-05-08,M018,P02,T03,162448.41
2025-05-08,M019,P03,T01,203025.36
2025-05-08,M020,P04,T03,154882.25
2025-05-08,M021,P01,T01,291500.06
2025-05-08,M022,P02,T03,134221.99
2025-05-08,M023,P03,T01,163847.48
2025-05-08,M024,P04,T03,145529.66
2025-05-08,M025,P01,T01,253908.72
2025-05-08,M026,P02,T03,193614.65
2025-05-08,M027,P03,T01,211910.06
2025-05-08,M028,P04,T03,201040.06
2025-05-08,M029,P01,T01,217947.29
2025-05-08,M030,P02,T03,177940.64
2025-05-08,M031,P03,T01,212575.45
2025-05-08,M032,P04,T03,170554.65
2025-05-08,M033,P01,T01,270275.02
2025-05-08,M034,P02,T03,230230.48
2025-05-08,M035,P03,T01,251982.17
2025-05-08,M036,P04,T03,143533.21
2025-05-08,M037,P01,T01,264125.46
2025-05-08,M038,P02,T03,217863.57
2025-05-08,M039,P03,T01,244791.78
2025-05-08,M040,P04,T03,203796.58
2025-05-08,M041,P01,T01,344661.48
2025-05-08,M042,P02,T03,249917.37
2025-05-08,M043,P03,T01,214743.05
2025-05-08,M044,P04,T03,182636.33
2025-05-08,M045,P01,T01,323743.76
2025-05-08,M046,P02,T03,245733.33
2025-05-08,M047,P03,T01,275847.13
2025-05-08,M048,P04,T03,220840.98
2025-05-09,M001,P02,T02,95876.38
2025-05-09,M002,P03,T04,85586.3
2025-05-09,M003,P04,T02,112128.79
2025-05-09,M004,P01,T04,134479.67
2025-05-09,M005,P02,T02,181147.13
2025-05-09,M006,P03,T04,121734.24
2025-05-09,M007,P04,T02,176232.3
2025-05-09,M008,P01,T04,104745.61
2025-05-09,M009,P02,T02,141671.55
2025-05-09,M010,P03,T04,119859.86
2025-05-09,M011,P04,T02,149008.07
2025-05-09,M012,P01,T04,170282.92
2025-05-09,M013,P02,T02,228156.93
2025-05-09,M014,P03,T04,166735.36
2025-05-09,M015,P04,T02,118940.2
2025-05-09,M016,P01,T04,142787.58
2025-05-09,M017,P02,T02,201275.1
2025-05-09,M018,P03,T04,143058.24
2025-05-09,M019,P04,T02,202274.09
2025-05-09,M020,P01,T04,208473.01
2025-05-09,M021,P02,T02,268372.51
2025-05-09,M022,P03,T04,121440.68
2025-05-09,M023,P04,T02,154648.3
2025-05-09,M024,P01,T04,181674.09
2025-05-09,M025,P02,T02,225895.26
2025-05-09,M026,P03,T04,182706.55
2025-05-09,M027,P04,T02,208425.05
2025-05-09,M028,P01,T04,258675.5
2025-05-09,M029,P02,T02,193155.38
2025-05-09,M030,P03,T04,151374.91
2025-05-09,M031,P04,T02,196710.09
2025-05-09,M032,P01,T04,234500.84
2025-05-09,M033,P02,T02,300246.21
2025-05-09,M034,P03,T04,213677.4
2025-05-09,M035,P04,T02,256907.43
2025-05-09,M036,P01,T04,183902.23
2025-05-09,M037,P02,T02,245013.33
2025-05-09,M038,P03,T04,180264.43
2025-05-09,M039,P04,T02,228790.21
2025-05-09,M040,P01,T04,262590.56
2025-05-09,M041,P02,T02,306004.55
2025-05-09,M042,P03,T04,220768.28
2025-05-09,M043,P04,T02,215657.15
2025-05-09,M044,P01,T04,243662.86
2025-05-09,M045,P02,T02,313556.16
2025-05-09,M046,P03,T04,199928.92
2025-05-09,M047,P04,T02,274879.2
2025-05-09,M048,P01,T04,273403.87
2025-05-10,M001,P03,T03,48752.57
2025-05-10,M002,P04,T01,107533.84
2025-05-10,M003,P01,T03,85240.29
2025-05-10,M004,P02,T01,161861.52
2025-05-10,M005,P03,T03,87275.19
2025-05-10,M006,P04,T01,165625.65
2025-05-10,M007,P01,T03,125867.89
2025-05-10,M008,P02,T01,126835.99
2025-05-10,M009,P03,T03,73518.66
2025-05-10,M010,P04,T01,150344.42
2025-05-10,M011,P01,T03,112054.22
2025-05-10,M012,P02,T01,224061.23
2025-05-10,M013,P03,T03,106290.85
2025-05-10,M014,P04,T01,189578.72
2025-05-10,M015,P01,T03,91538.9
2025-05-10,M016,P02,T01,175712.44
2025-05-10,M017,P03,T03,97935.07
2025-05-10,M018,P04,T01,182227.0
2025-05-10,M019,P01,T03,136979.24
2025-05-10,M020,P02,T01,249707.91
2025-05-10,M021,P03,T03,140300.71
2025-05-10,M022,P04,T01,161023.03
2025-05-10,M023,P01,T03,134566.72
2025-05-10,M024,P02,T01,245007.95
2025-05-10,M025,P03,T03,125719.06
2025-05-10,M026,P04,T01,205851.61
2025-05-10,M027,P01,T03,170096.45
2025-05-10,M028,P02,T01,329658.21
2025-05-10,M029,P03,T03,108351.01
2025-05-10,M030,P04,T01,181043.66
2025-05-10,M031,P01,T03,160263.62
2025-05-10,M032,P02,T01,274956.68
2025-05-10,M033,P03,T03,145866.19
2025-05-10,M034,P04,T01,262328.99
2025-05-10,M035,P01,T03,207896.55
2025-05-10,M036,P02,T01,251029.12
2025-05-10,M037,P03,T03,127212.7
2025-05-10,M038,P04,T01,226627.57
2025-05-10,M039,P01,T03,183594.66
2025-05-10,M040,P02,T01,312479.17
2025-05-10,M041,P03,T03,153878.55
2025-05-10,M042,P04,T01,307086.39
2025-05-10,M043,P01,T03,157833.7
2025-05-10,M044,P02,T01,272220.34
2025-05-10,M045,P03,T03,141873.96
2025-05-10,M046,P04,T01,288552.52
2025-05-10,M047,P01,T03,200535.19
2025-05-10,M048,P02,T01,363305.27
2025-05-11,M001,P04,T04,72433.32
2025-05-11,M002,P01,T02,96471.11
2025-05-11,M003,P02,T04,127377.75
2025-05-11,M004,P03,T02,105930.61
2025-05-11,M005,P04,T04,131444.97
2025-05-11,M006,P01,T02,152192.47
2025-05-11,M007,P02,T04,178301.52
2025-05-11,M008,P03,T02,79159.55
2025-05-11,M009,P04,T04,95175.51
2025-05-11,M010,P01,T02,135847.5
2025-05-11,M011,P02,T04,150378.32
2025-05-11,M012,P03,T02,122718.98
2025-05-11,M013,P04,T04,164620.39
2025-05-11,M014,P01,T02,185166.83
2025-05-11,M015,P02,T04,125227.51
2025-05-11,M016,P03,T02,111777.13
2025-05-11,M017,P04,T04,139297.84
2025-05-11,M018,P01,T02,159908.3
2025-05-11,M019,P02,T04,205336.12
2025-05-11,M020,P03,T02,169303.26
2025-05-11,M021,P04,T04,171473.35
2025-05-11,M022,P01,T02,148085.23
2025-05-11,M023,P02,T04,175958.82
2025-05-11,M024,P03,T02,141632.07
2025-05-11,M025,P04,T04,177102.74
2025-05-11,M026,P01,T02,202838.88
2025-05-11,M027,P02,T04,229682.32
2025-05-11,M028,P03,T02,185637.45
2025-05-11,M029,P04,T04,135076.72
2025-05-11,M030,P01,T02,175293.42
2025-05-11,M031,P02,T04,196966.12
2025-05-11,M032,P03,T02,173515.15
2025-05-11,M033,P04,T04,190604.48
2025-05-11,M034,P01,T02,253742.94
2025-05-11,M035,P02,T04,260514.32
2025-05-11,M036,P03,T02,147275.87
2025-05-11,M037,P04,T04,175558.03
2025-05-11,M038,P01,T02,228420.83
2025-05-11,M039,P02,T04,234138.47
2025-05-11,M040,P03,T02,182832.04
2025-05-11,M041,P04,T04,210466.5
2025-05-11,M042,P01,T02,278872.16
2025-05-11,M043,P02,T04,228274.96
2025-05-11,M044,P03,T02,176294.8
2025-05-11,M045,P04,T04,193023.04
2025-05-11,M046,P01,T02,249978.25
2025-05-11,M047,P02,T04,270150.0
2025-05-11,M048,P03,T02,211111.22
2025-05-12,M001,P01,T01,101221.35
2025-05-12,M002,P02,T03,95991.28
2025-05-12,M003,P03,T01,112889.29
2025-05-12,M004,P04,T03,108412.19
2025-05-12,M005,P01,T01,172068.84
2025-05-12,M006,P02,T03,158903.78
2025-05-12,M007,P03,T01,186127.16
2025-05-12,M008,P04,T03,78846.35
2025-05-12,M009,P01,T01,157182.1
2025-05-12,M010,P02,T03,126969.74
2025-05-12,M011,P03,T01,154854.77
2025-05-12,M012,P04,T03,120226.98
2025-05-12,M013,P01,T01,232920.76
2025-05-12,M014,P02,T03,174471.14
2025-05-12,M015,P03,T01,137212.83
2025-05-12,M016,P04,T03,108619.59
2025-05-12,M017,P01,T01,198043.92
2025-05-12,M018,P02,T03,166801.19
2025-05-12,M019,P03,T01,190145.92
2025-05-12,M020,P04,T03,157493.6
2025-05-12,M021,P01,T01,251624.03
2025-05-12,M022,P02,T03,146886.07
2025-05-12,M023,P03,T01,167163.83
2025-05-12,M024,P04,T03,148248.78
2025-05-12,M025,P01,T01,241296.24
2025-05-12,M026,P02,T03,198238.76
2025-05-12,M027,P03,T01,243814.24
2025-05-12,M028,P04,T03,183199.31
2025-05-12,M029,P01,T01,226194.42
2025-05-12,M030,P02,T03,192799.44
2025-05-12,M031,P03,T01,205633.13
2025-05-12,M032,P04,T03,166452.44
2025-05-12,M033,P01,T01,301918.66
2025-05-12,M034,P02,T03,216934.06
2025-05-12,M035,P03,T01,267926.74
2025-05-12,M036,P04,T03,158097.61
2025-05-12,M037,P01,T01,249627.46
2025-05-12,M038,P02,T03,202375.38
2025-05-12,M039,P03,T01,254873.57
2025-05-12,M040,P04,T03,199779.45
2025-05-12,M041,P01,T01,323091.43
2025-05-12,M042,P02,T03,249437.7
2025-05-12,M043,P03,T01,232407.36
2025-05-12,M044,P04,T03,168254.67
2025-05-12,M045,P01,T01,288848.38
2025-05-12,M046,P02,T03,235966.52
2025-05-12,M047,P03,T01,279314.02
2025-05-12,M048,P04,T03,217703.89
2025-05-13,M001,P02,T02,98204.67
2025-05-13,M002,P03,T04,87101.73
2025-05-13,M003,P04,T02,110497.72
2025-05-13,M004,P01,T04,135511.32
2025-05-13,M005,P02,T02,183213.15
2025-05-13,M006,P03,T04,135914.43
2025-05-13,M007,P04,T02,174335.95
2025-05-13,M008,P01,T04,111101.3
2025-05-13,M009,P02,T02,149892.76
2025-05-13,M010,P03,T04,114616.02
2025-05-13,M011,P04,T02,158369.85
2025-05-13,M012,P01,T04,157413.56
2025-05-13,M013,P02,T02,224807.92
2025-05-13,M014,P03,T04,161250.37
2025-05-13,M015,P04,T02,133407.18
2025-05-13,M016,P01,T04,148787.62
2025-05-13,M017,P02,T02,208196.27
2025-05-13,M018,P03,T04,132241.44
2025-05-13,M019,P04,T02,190683.66
2025-05-13,M020,P01,T04,197876.65
2025-05-13,M021,P02,T02,283365.07
2025-05-13,M022,P03,T04,114506.05
2025-05-13,M023,P04,T02,158696.85
2025-05-13,M024,P01,T04,190624.37
2025-05-13,M025,P02,T02,222064.53
2025-05-13,M026,P03,T04,157244.14
2025-05-13,M027,P04,T02,235488.44
2025-05-13,M028,P01,T04,241488.3
2025-05-13,M029,P02,T02,215533.21
2025-05-13,M030,P03,T04,141516.53
2025-05-13,M031,P04,T02,215567.17
2025-05-13,M032,P01,T04,219846.87
2025-05-13,M033,P02,T02,283683.21
2025-05-13,M034,P03,T04,207797.8
2025-05-13,M035,P04,T02,266793.25
2025-05-13,M036,P01,T04,205856.79
2025-05-13,M037,P02,T02,259947.25
2025-05-13,M038,P03,T04,175783.12
2025-05-13,M039,P04,T02,231222.34
2025-05-13,M040,P01,T04,246871.68
2025-05-13,M041,P02,T02,334946.34
2025-05-13,M042,P03,T04,233143.69
2025-05-13,M043,P04,T02,224223.72
2025-05-13,M044,P01,T04,245778.87
2025-05-13,M045,P02,T02,296314.71
2025-05-13,M046,P03,T04,223858.69
2025-05-13,M047,P04,T02,267904.57
2025-05-13,M048,P01,T04,307274.05
2025-05-14,M001,P03,T03,62621.76
2025-05-14,M002,P04,T01,124266.96
2025-05-14,M003,P01,T03,99409.41
2025-05-14,M004,P02,T01,190230.43
2025-05-14,M005,P03,T03,99000.56
2025-05-14,M006,P04,T01,185752.25
2025-05-14,M007,P01,T03,152304.1
2025-05-14,M008,P02,T01,156357.82
2025-05-14,M009,P03,T03,85120.7
2025-05-14,M010,P04,T01,154523.6
2025-05-14,M011,P01,T03,126855.87
2025-05-14,M012,P02,T01,238329.18
2025-05-14,M013,P03,T03,129929.93
2025-05-14,M014,P04,T01,219980.59
2025-05-14,M015,P01,T03,102352.37
2025-05-14,M016,P02,T01,188404.98
2025-05-14,M017,P03,T03,106839.84
2025-05-14,M018,P04,T01,194361.97
2025-05-14,M019,P01,T03,160483.38
2025-05-14,M020,P02,T01,289489.74
2025-05-14,M021,P03,T03,154034.76
2025-05-14,M022,P04,T01,181081.34
2025-05-14,M023,P01,T03,149317.5
2025-05-14,M024,P02,T01,244098.29
2025-05-14,M025,P03,T03,128485.03
2025-05-14,M026,P04,T01,251541.29
2025-05-14,M027,P01,T03,197073.64
2025-05-14,M028,P02,T01,340100.84
2025-05-14,M029,P03,T03,126025.38
2025-05-14,M030,P04,T01,227395.7
2025-05-14,M031,P01,T03,169874.14
2025-05-14,M032,P02,T01,305821.61
2025-05-14,M033,P03,T03,153203.7
2025-05-14,M034,P04,T01,270730.15
2025-05-14,M035,P01,T03,222472.79
2025-05-14,M036,P02,T01,283389.55
2025-05-14,M037,P03,T03,153270.05
2025-05-14,M038,P04,T01,262033.79
2025-05-14,M039,P01,T03,197828.99
2025-05-14,M040,P02,T01,358227.21
2025-05-14,M041,P03,T03,169727.51
2025-05-14,M042,P04,T01,320026.02
2025-05-14,M043,P01,T03,170394.37
2025-05-14,M044,P02,T01,300710.63
2025-05-14,M045,P03,T03,172455.76
2025-05-14,M046,P04,T01,313218.1
2025-05-14,M047,P01,T03,228595.58
2025-05-14,M048,P02,T01,394983.8
2025-05-15,M001,P04,T04,74576.88
2025-05-15,M002,P01,T02,112934.6
2025-05-15,M003,P02,T04,138969.89
2025-05-15,M004,P03,T02,109002.44
2025-05-15,M005,P04,T04,138143.8
2025-05-15,M006,P01,T02,166759.19
2025-05-15,M007,P02,T04,186513.26
2025-05-15,M008,P03,T02,89170.52
2025-05-15,M009,P04,T04,107671.51
2025-05-15,M010,P01,T02,155907.87
2025-05-15,M011,P02,T04,182224.2
2025-05-15,M012,P03,T02,149940.59
2025-05-15,M013,P04,T04,166550.9
2025-05-15,M014,P01,T02,207637.69
2025-05-15,M015,P02,T04,155340.12
2025-05-15,M016,P03,T02,128765.79
2025-05-15,M017,P04,T04,136161.83
2025-05-15,M018,P01,T02,184297.09
2025-05-15,M019,P02,T04,204842.02
2025-05-15,M020,P03,T02,163191.59
2025-05-15,M021,P04,T04,202073.04
2025-05-15,M022,P01,T02,172023.38
2025-05-15,M023,P02,T04,197765.59
2025-05-15,M024,P03,T02,156419.72
2025-05-15,M025,P04,T04,189694.06
2025-05-15,M026,P01,T02,231603.34
2025-05-15,M027,P02,T04,276924.48
2025-05-15,M028,P03,T02,200776.93
2025-05-15,M029,P04,T04,171196.92
2025-05-15,M030,P01,T02,215282.67
2025-05-15,M031,P02,T04,220025.58
2025-05-15,M032,P03,T02,188412.21
2025-05-15,M033,P04,T04,207938.66
2025-05-15,M034,P01,T02,277274.52
2025-05-15,M035,P02,T04,299277.46
2025-05-15,M036,P03,T02,163573.91
2025-05-15,M037,P04,T04,195870.52
2025-05-15,M038,P01,T02,245258.41
2025-05-15,M039,P02,T04,259448.58
2025-05-15,M040,P03,T02,210292.41
2025-05-15,M041,P04,T04,259474.23
2025-05-15,M042,P01,T02,310382.0
