date,merchant_id,conversions
2025-05-24,M023,33848
2025-05-24,M024,30287
2025-05-24,M025,47365
2025-05-24,M026,31314
2025-05-24,M027,40798
2025-05-24,M028,31241
2025-05-24,M029,41139
2025-05-24,M030,44625
2025-05-24,M031,25891
2025-05-24,M032,24618
2025-05-24,M033,54791
2025-05-24,M034,50014
2025-05-24,M035,66063
2025-05-24,M036,26053
2025-05-24,M037,35403
2025-05-24,M038,34979
2025-05-24,M039,47539
2025-05-24,M040,43425
2025-05-24,M041,57010
2025-05-24,M042,55928
2025-05-24,M043,32591
2025-05-24,M044,33928
2025-05-24,M045,63235
2025-05-24,M046,37183
2025-05-24,M047,50817
2025-05-24,M048,43283
2025-05-25,M001,13727
2025-05-25,M002,11683
2025-05-25,M003,20152
2025-05-25,M004,24846
2025-05-25,M005,43340
2025-05-25,M006,21486
2025-05-25,M007,24374
2025-05-25,M008,20148
2025-05-25,M009,28841
2025-05-25,M010,23933
2025-05-25,M011,23344
2025-05-25,M012,30397
2025-05-25,M013,35442
2025-05-25,M014,30039
2025-05-25,M015,26218
2025-05-25,M016,24748
2025-05-25,M017,33987
2025-05-25,M018,33347
2025-05-25,M019,32206
2025-05-25,M020,36321
2025-05-25,M021,37328
2025-05-25,M022,22054
2025-05-25,M023,34662
2025-05-25,M024,38350
2025-05-25,M025,44164
2025-05-25,M026,26978
2025-05-25,M027,37071
2025-05-25,M028,45253
2025-05-25,M029,42656
2025-05-25,M030,35547
2025-05-25,M031,26616
2025-05-25,M032,35654
2025-05-25,M033,51632
2025-05-25,M034,45131
2025-05-25,M035,65129
2025-05-25,M036,33207
2025-05-25,M037,33860
2025-05-25,M038,28993
2025-05-25,M039,47961
2025-05-25,M040,54369
2025-05-25,M041,58472
2025-05-25,M042,42653
2025-05-25,M043,34291
2025-05-25,M044,40797
2025-05-25,M045,63536
2025-05-25,M046,33626
2025-05-25,M047,45240
2025-05-25,M048,61503
2025-05-26,M001,8101
2025-05-26,M002,19446
2025-05-26,M003,17457
2025-05-26,M004,39120
2025-05-26,M005,25135
2025-05-26,M006,37518
2025-05-26,M007,26106
2025-05-26,M008,30887
2025-05-26,M009,20254
2025-05-26,M010,38951
2025-05-26,M011,23538
2025-05-26,M012,45527
2025-05-26,M013,22974
2025-05-26,M014,44406
2025-05-26,M015,23356
2025-05-26,M016,36510
2025-05-26,M017,24474
2025-05-26,M018,51291
2025-05-26,M019,26829
2025-05-26,M020,55481
2025-05-26,M021,22924
2025-05-26,M022,34542
2025-05-26,M023,32388
2025-05-26,M024,67289
2025-05-26,M025,28582
2025-05-26,M026,41880
2025-05-26,M027,37579
2025-05-26,M028,64683
2025-05-26,M029,26513
2025-05-26,M030,54083
2025-05-26,M031,24240
2025-05-26,M032,52227
2025-05-26,M033,33153
2025-05-26,M034,67387
2025-05-26,M035,60966
2025-05-26,M036,55361
2025-05-26,M037,21969
2025-05-26,M038,46540
2025-05-26,M039,42301
2025-05-26,M040,90936
2025-05-26,M041,32406
2025-05-26,M042,67112
2025-05-26,M043,30840
2025-05-26,M044,70180
2025-05-26,M045,43220
2025-05-26,M046,51439
2025-05-26,M047,47932
2025-05-26,M048,87929
2025-05-27,M001,10640
2025-05-27,M002,17642
2025-05-27,M003,24794
2025-05-27,M004,24443
2025-05-27,M005,35880
2025-05-27,M006,36356
2025-05-27,M007,33893
2025-05-27,M008,18381
2025-05-27,M009,24891
2025-05-27,M010,31392
2025-05-27,M011,30870
2025-05-27,M012,28765
2025-05-27,M013,28391
2025-05-27,M014,40460
2025-05-27,M015,35556
2025-05-27,M016,23275
2025-05-27,M017,32597
2025-05-27,M018,44272
2025-05-27,M019,36356
2025-05-27,M020,38753
2025-05-27,M021,32506
2025-05-27,M022,32355
2025-05-27,M023,40463
2025-05-27,M024,38642
2025-05-27,M025,37731
2025-05-27,M026,38734
2025-05-27,M027,49580
2025-05-27,M028,43128
2025-05-27,M029,38157
2025-05-27,M030,52444
2025-05-27,M031,32127
2025-05-27,M032,30683
2025-05-27,M033,46852
2025-05-27,M034,66065
2025-05-27,M035,86229
2025-05-27,M036,34076
2025-05-27,M037,31186
2025-05-27,M038,40567
2025-05-27,M039,58497
2025-05-27,M040,56056
2025-05-27,M041,47604
2025-05-27,M042,64450
2025-05-27,M043,42999
2025-05-27,M044,44264
2025-05-27,M045,55136
2025-05-27,M046,47519
2025-05-27,M047,64373
2025-05-27,M048,60839
2025-05-28,M001,13793
2025-05-28,M002,16850
2025-05-28,M003,21774
2025-05-28,M004,24343
2025-05-28,M005,49779
2025-05-28,M006,28985
2025-05-28,M007,30893
2025-05-28,M008,16780
2025-05-28,M009,33595
2025-05-28,M010,31480
2025-05-28,M011,26656
2025-05-28,M012,28757
2025-05-28,M013,39859
2025-05-28,M014,39710
2025-05-28,M015,31248
2025-05-28,M016,18832
2025-05-28,M017,44003
2025-05-28,M018,43232
2025-05-28,M019,32136
2025-05-28,M020,31766
2025-05-28,M021,45169
2025-05-28,M022,27033
2025-05-28,M023,38526
2025-05-28,M024,37153
2025-05-28,M025,51386
2025-05-28,M026,30842
2025-05-28,M027,43334
2025-05-28,M028,35982
2025-05-28,M029,51045
2025-05-28,M030,48736
2025-05-28,M031,28637
2025-05-28,M032,30314
2025-05-28,M033,58441
2025-05-28,M034,54945
2025-05-28,M035,66589
2025-05-28,M036,33480
2025-05-28,M037,41556
2025-05-28,M038,40523
2025-05-28,M039,51365
2025-05-28,M040,49198
2025-05-28,M041,61878
2025-05-28,M042,60226
2025-05-28,M043,37955
2025-05-28,M044,38923
2025-05-28,M045,72123
2025-05-28,M046,43414
2025-05-28,M047,51429
2025-05-28,M048,51762
2025-05-29,M001,15041
2025-05-29,M002,14188
2025-05-29,M003,22718
2025-05-29,M004,31172
2025-05-29,M005,42981
2025-05-29,M006,25467
2025-05-29,M007,28356
2025-05-29,M008,21378
2025-05-29,M009,35407
2025-05-29,M010,24850
2025-05-29,M011,26239
2025-05-29,M012,35721
2025-05-29,M013,41245
2025-05-29,M014,34417
2025-05-29,M015,28553
2025-05-29,M016,24013
2025-05-29,M017,43328
2025-05-29,M018,35532
2025-05-29,M019,36191
2025-05-29,M020,44331
2025-05-29,M021,45538
2025-05-29,M022,24728
2025-05-29,M023,38935
2025-05-29,M024,48467
2025-05-29,M025,53445
2025-05-29,M026,28882
2025-05-29,M027,45447
2025-05-29,M028,46709
2025-05-29,M029,49444
2025-05-29,M030,39440
2025-05-29,M031,27444
2025-05-29,M032,35271
2025-05-29,M033,55101
2025-05-29,M034,45562
2025-05-29,M035,71086
2025-05-29,M036,41086
2025-05-29,M037,41825
2025-05-29,M038,33519
2025-05-29,M039,53546
2025-05-29,M040,65187
2025-05-29,M041,60898
2025-05-29,M042,48918
2025-05-29,M043,40934
2025-05-29,M044,50526
2025-05-29,M045,76899
2025-05-29,M046,32676
2025-05-29,M047,56605
2025-05-29,M048,64542
2025-05-30,M001,7723
2025-05-30,M002,18584
2025-05-30,M003,17387
2025-05-30,M004,44314
2025-05-30,M005,27307
2025-05-30,M006,33767
2025-05-30,M007,25398
2025-05-30,M008,31482
2025-05-30,M009,18514
2025-05-30,M010,37980
2025-05-30,M011,22459
2025-05-30,M012,51807
2025-05-30,M013,20195
2025-05-30,M014,48177
2025-05-30,M015,24707
2025-05-30,M016,34611
2025-05-30,M017,21246
2025-05-30,M018,49867
2025-05-30,M019,29964
2025-05-30,M020,65007
2025-05-30,M021,24149
2025-05-30,M022,32801
2025-05-30,M023,32686
2025-05-30,M024,66828
2025-05-30,M025,27187
2025-05-30,M026,40393
2025-05-30,M027,37222
2025-05-30,M028,71562
2025-05-30,M029,26548
2025-05-30,M030,60834
2025-05-30,M031,26587
2025-05-30,M032,52499
2025-05-30,M033,32895
2025-05-30,M034,67288
2025-05-30,M035,59602
2025-05-30,M036,59289
2025-05-30,M037,22349
2025-05-30,M038,49120
2025-05-30,M039,39074
2025-05-30,M040,89293
2025-05-30,M041,34731
2025-05-30,M042,72538
2025-05-30,M043,32092
2025-05-30,M044,64868
2025-05-30,M045,39128
2025-05-30,M046,47196
2025-05-30,M047,47303
2025-05-30,M048,89300
2025-05-31,M001,9996
2025-05-31,M002,16316
2025-05-31,M003,23885
2025-05-31,M004,22176
2025-05-31,M005,32216
2025-05-31,M006,30744
2025-05-31,M007,31589
2025-05-31,M008,15905
2025-05-31,M009,23183
2025-05-31,M010,30712
2025-05-31,M011,29451
2025-05-31,M012,28991
2025-05-31,M013,25856
2025-05-31,M014,39529
2025-05-31,M015,28691
2025-05-31,M016,19311
2025-05-31,M017,26085
2025-05-31,M018,42680
2025-05-31,M019,34983
2025-05-31,M020,32373
2025-05-31,M021,32148
2025-05-31,M022,29228
2025-05-31,M023,35190
2025-05-31,M024,34086
2025-05-31,M025,35462
2025-05-31,M026,34759
2025-05-31,M027,46368
2025-05-31,M028,35378
2025-05-31,M029,33113
2025-05-31,M030,47088
2025-05-31,M031,31358
2025-05-31,M032,28092
2025-05-31,M033,36758
2025-05-31,M034,58450
2025-05-31,M035,70103
2025-05-31,M036,28719
2025-05-31,M037,25407
2025-05-31,M038,36823
2025-05-31,M039,49515
2025-05-31,M040,45229
2025-05-31,M041,40385
2025-05-31,M042,58735
2025-05-31,M043,42240
2025-05-31,M044,39631
2025-05-31,M045,48852
2025-05-31,M046,39981
2025-05-31,M047,52033
2025-05-31,M048,51037
2025-06-01,M001,15721
2025-06-01,M002,14674
2025-06-01,M003,22952
2025-06-01,M004,33388
2025-06-01,M005,49749
2025-06-01,M006,28800
2025-06-01,M007,29140
2025-06-01,M008,21276
2025-06-01,M009,36831
2025-06-01,M010,29957
2025-06-01,M011,30222
2025-06-01,M012,36808
2025-06-01,M013,38158
2025-06-01,M014,36721
2025-06-01,M015,30113
2025-06-01,M016,28998
2025-06-01,M017,44544
2025-06-01,M018,39002
2025-06-01,M019,37136
2025-06-01,M020,46703
2025-06-01,M021,47389
2025-06-01,M022,25035
2025-06-01,M023,42249
2025-06-01,M024,46279
2025-06-01,M025,49834
2025-06-01,M026,28819
2025-06-01,M027,47749
2025-06-01,M028,48292
2025-06-01,M029,52501
2025-06-01,M030,40974
2025-06-01,M031,33946
2025-06-01,M032,41566
2025-06-01,M033,60599
2025-06-01,M034,53721
2025-06-01,M035,79096
2025-06-01,M036,40554
2025-06-01,M037,42061
2025-06-01,M038,32820
2025-06-01,M039,49941
2025-06-01,M040,67896
2025-06-01,M041,63643
2025-06-01,M042,51115
2025-06-01,M043,40069
2025-06-01,M044,51043
2025-06-01,M045,74903
2025-06-01,M046,36417
2025-06-01,M047,54150
2025-06-01,M048,73413
2025-06-02,M001,9657
2025-06-02,M002,23488
2025-06-02,M003,24006
2025-06-02,M004,50023
2025-06-02,M005,30068
2025-06-02,M006,45681
2025-06-02,M007,29902
2025-06-02,M008,35078
2025-06-02,M009,21321
2025-06-02,M010,40616
2025-06-02,M011,28524
2025-06-02,M012,56045
2025-06-02,M013,27378
2025-06-02,M014,54290
2025-06-02,M015,27916
2025-06-02,M016,43474
2025-06-02,M017,26386
2025-06-02,M018,55777
2025-06-02,M019,34529
2025-06-02,M020,69185
2025-06-02,M021,30485
2025-06-02,M022,38993
2025-06-02,M023,37267
2025-06-02,M024,80499
2025-06-02,M025,30667
2025-06-02,M026,47643
2025-06-02,M027,43833
2025-06-02,M028,81489
2025-06-02,M029,32058
2025-06-02,M030,66564
2025-06-02,M031,27170
2025-06-02,M032,62591
2025-06-02,M033,38426
2025-06-02,M034,84113
2025-06-02,M035,66658
2025-06-02,M036,71290
2025-06-02,M037,24877
2025-06-02,M038,54185
2025-06-02,M039,47366
2025-06-02,M040,98399
2025-06-02,M041,42161
2025-06-02,M042,81980
2025-06-02,M043,39706
2025-06-02,M044,83865
2025-06-02,M045,46040
2025-06-02,M046,57712
2025-06-02,M047,53262
2025-06-02,M048,118852
2025-06-03,M001,13318
2025-06-03,M002,21144
2025-06-03,M003,28680
2025-06-03,M004,29451
2025-06-03,M005,44276
2025-06-03,M006,38392
2025-06-03,M007,42503
2025-06-03,M008,23088
2025-06-03,M009,33148
2025-06-03,M010,39908
2025-06-03,M011,38233
2025-06-03,M012,34820
2025-06-03,M013,37144
2025-06-03,M014,49773
2025-06-03,M015,42923
2025-06-03,M016,27320
2025-06-03,M017,38211
2025-06-03,M018,50995
2025-06-03,M019,46068
2025-06-03,M020,43957
2025-06-03,M021,39939
2025-06-03,M022,34601
2025-06-03,M023,48972
2025-06-03,M024,50715
2025-06-03,M025,48858
2025-06-03,M026,43382
2025-06-03,M027,58132
2025-06-03,M028,53004
2025-06-03,M029,45423
2025-06-03,M030,65211
2025-06-03,M031,37157
2025-06-03,M032,35845
2025-06-03,M033,53030
2025-06-03,M034,74173
2025-06-03,M035,99545
2025-06-03,M036,39154
2025-06-03,M037,38049
2025-06-03,M038,48770
2025-06-03,M039,67704
2025-06-03,M040,58140
2025-06-03,M041,53591
2025-06-03,M042,74204
2025-06-03,M043,52364
2025-06-03,M044,46591
2025-06-03,M045,61627
2025-06-03,M046,59488
2025-06-03,M047,72226
2025-06-03,M048,71606
2025-06-04,M001,17520
2025-06-04,M002,19666
2025-06-04,M003,24947
2025-06-04,M004,26025
2025-06-04,M005,55038
2025-06-04,M006,36580
2025-06-04,M007,37537
2025-06-04,M008,19980
2025-06-04,M009,38421
2025-06-04,M010,34201
2025-06-04,M011,30077
2025-06-04,M012,30023
2025-06-04,M013,43618
2025-06-04,M014,43626
2025-06-04,M015,34881
2025-06-04,M016,23031
2025-06-04,M017,46069
2025-06-04,M018,47168
2025-06-04,M019,40294
2025-06-04,M020,37172
2025-06-04,M021,54362
2025-06-04,M022,33387
2025-06-04,M023,44457
2025-06-04,M024,40482
2025-06-04,M025,57645
2025-06-04,M026,38368
2025-06-04,M027,54485
2025-06-04,M028,44229
2025-06-04,M029,59353
2025-06-04,M030,53211
2025-06-04,M031,37637
2025-06-04,M032,36573
2025-06-04,M033,70835
2025-06-04,M034,68332
2025-06-04,M035,85744
2025-06-04,M036,35149
2025-06-04,M037,46362
2025-06-04,M038,46994
2025-06-04,M039,57509
2025-06-04,M040,55785
2025-06-04,M041,75364
2025-06-04,M042,66515
2025-06-04,M043,45127
2025-06-04,M044,47494
2025-06-04,M045,93277
2025-06-04,M046,50460
2025-06-04,M047,68701
2025-06-04,M048,62321
2025-06-05,M001,17311
2025-06-05,M002,15027
2025-06-05,M003,27228
2025-06-05,M004,35026
2025-06-05,M005,54440
2025-06-05,M006,30812
2025-06-05,M007,33460
2025-06-05,M008,25855
2025-06-05,M009,41821
2025-06-05,M010,28357
2025-06-05,M011,33305
2025-06-05,M012,38521
2025-06-05,M013,42485
2025-06-05,M014,41300
2025-06-05,M015,35305
2025-06-05,M016,28753
2025-06-05,M017,50701
2025-06-05,M018,38349
2025-06-05,M019,39260
2025-06-05,M020,51299
2025-06-05,M021,47562
2025-06-05,M022,27159
2025-06-05,M023,44343
2025-06-05,M024,56964
2025-06-05,M025,58027
2025-06-05,M026,31612
2025-06-05,M027,53972
2025-06-05,M028,54835
2025-06-05,M029,56422
2025-06-05,M030,49587
2025-06-05,M031,36768
2025-06-05,M032,41884
2025-06-05,M033,69759
2025-06-05,M034,53983
2025-06-05,M035,87644
2025-06-05,M036,46400
2025-06-05,M037,44498
2025-06-05,M038,36660
2025-06-05,M039,62280
2025-06-05,M040,76714
2025-06-05,M041,68684
2025-06-05,M042,55614
2025-06-05,M043,47273
2025-06-05,M044,59716
2025-06-05,M045,85095
2025-06-05,M046,41817
2025-06-05,M047,67186
2025-06-05,M048,80612
2025-06-06,M001,9299
2025-06-06,M002,24343
2025-06-06,M003,21246
2025-06-06,M004,47923
2025-06-06,M005,29416
2025-06-06,M006,43447
2025-06-06,M007,27250
2025-06-06,M008,34064
2025-06-06,M009,22950
2025-06-06,M010,45546
2025-06-06,M011,28033
2025-06-06,M012,60977
2025-06-06,M013,26343
2025-06-06,M014,56790
2025-06-06,M015,31539
2025-06-06,M016,45623
2025-06-06,M017,26954
2025-06-06,M018,56311
2025-06-06,M019,33150
2025-06-06,M020,73863
2025-06-06,M021,30075
2025-06-06,M022,41879
2025-06-06,M023,37613
2025-06-06,M024,75509
2025-06-06,M025,33119
2025-06-06,M026,50095
2025-06-06,M027,45748
2025-06-06,M028,81729
2025-06-06,M029,30840
2025-06-06,M030,64821
2025-06-06,M031,30540
2025-06-06,M032,63498
2025-06-06,M033,37473
2025-06-06,M034,78917
2025-06-06,M035,71356
2025-06-06,M036,68596
2025-06-06,M037,26333
2025-06-06,M038,54953
2025-06-06,M039,52651
2025-06-06,M040,110231
2025-06-06,M041,42476
2025-06-06,M042,80165
2025-06-06,M043,41157
2025-06-06,M044,87469
2025-06-06,M045,50855
2025-06-06,M046,60995
2025-06-06,M047,52996
2025-06-06,M048,107444
2025-06-07,M001,12721
2025-06-07,M002,17964
2025-06-07,M003,28004
2025-06-07,M004,28841
2025-06-07,M005,37232
2025-06-07,M006,33947
2025-06-07,M007,34668
2025-06-07,M008,19143
2025-06-07,M009,26513
2025-06-07,M010,35151
2025-06-07,M011,35863
2025-06-07,M012,33861
2025-06-07,M013,31737
2025-06-07,M014,46750
2025-06-07,M015,37673
2025-06-07,M016,23291
2025-06-07,M017,32405
2025-06-07,M018,48057
2025-06-07,M019,38468
2025-06-07,M020,39796
2025-06-07,M021,34715
2025-06-07,M022,30670
2025-06-07,M023,45040
2025-06-07,M024,40513
2025-06-07,M025,41392
2025-06-07,M026,38779
2025-06-07,M027,55530
2025-06-07,M028,46330
2025-06-07,M029,38808
2025-06-07,M030,59501
2025-06-07,M031,34130
2025-06-07,M032,33208
2025-06-07,M033,49351
2025-06-07,M034,67549
2025-06-07,M035,91086
2025-06-07,M036,38434
2025-06-07,M037,31292
2025-06-07,M038,45036
2025-06-07,M039,65161
2025-06-07,M040,56766
2025-06-07,M041,48095
2025-06-07,M042,66656
2025-06-07,M043,51289
2025-06-07,M044,43218
2025-06-07,M045,59784
2025-06-07,M046,46691
2025-06-07,M047,65681
2025-06-07,M048,62189
2025-06-08,M001,14955
2025-06-08,M002,16811
2025-06-08,M003,24022
2025-06-08,M004,25597
2025-06-08,M005,46940
2025-06-08,M006,34327
2025-06-08,M007,32765
2025-06-08,M008,16866
2025-06-08,M009,35929
2025-06-08,M010,35167
2025-06-08,M011,30705
2025-06-08,M012,27246
2025-06-08,M013,41096
2025-06-08,M014,38845
2025-06-08,M015,30528
2025-06-08,M016,21031
2025-06-08,M017,45064
2025-06-08,M018,41379
2025-06-08,M019,37311
2025-06-08,M020,36879
2025-06-08,M021,49705
2025-06-08,M022,30388
2025-06-08,M023,37436
2025-06-08,M024,41628
2025-06-08,M025,52347
2025-06-08,M026,36209
2025-06-08,M027,47333
2025-06-08,M028,40893
2025-06-08,M029,54309
2025-06-08,M030,50096
2025-06-08,M031,31292
2025-06-08,M032,33489
2025-06-08,M033,59063
2025-06-08,M034,59915
2025-06-08,M035,79498
2025-06-08,M036,35737
2025-06-08,M037,40986
2025-06-08,M038,42625
2025-06-08,M039,57258
2025-06-08,M040,50923
2025-06-08,M041,61621
2025-06-08,M042,63812
2025-06-08,M043,41042
2025-06-08,M044,39877
2025-06-08,M045,79160
2025-06-08,M046,45315
2025-06-08,M047,56838
2025-06-08,M048,52061
2025-06-09,M001,17034
2025-06-09,M002,16835
2025-06-09,M003,27203
2025-06-09,M004,34765
2025-06-09,M005,58025
2025-06-09,M006,30917
2025-06-09,M007,35640
2025-06-09,M008,25595
2025-06-09,M009,39845
2025-06-09,M010,28939
2025-06-09,M011,31730
2025-06-09,M012,42527
2025-06-09,M013,44220
2025-06-09,M014,38434
2025-06-09,M015,35157
2025-06-09,M016,33440
2025-06-09,M017,47037
2025-06-09,M018,43470
2025-06-09,M019,41141
2025-06-09,M020,54435
2025-06-09,M021,50361
2025-06-09,M022,29729
2025-06-09,M023,43492
2025-06-09,M024,56751
2025-06-09,M025,59228
2025-06-09,M026,32758
2025-06-09,M027,48501
2025-06-09,M028,60115
2025-06-09,M029,57087
2025-06-09,M030,48022
2025-06-09,M031,35018
2025-06-09,M032,42969
2025-06-09,M033,66194
2025-06-09,M034,55777
2025-06-09,M035,80300
2025-06-09,M036,48470
2025-06-09,M037,49990
2025-06-09,M038,38812
2025-06-09,M039,62515
2025-06-09,M040,68895
2025-06-09,M041,73342
2025-06-09,M042,59087
2025-06-09,M043,43130
2025-06-09,M044,55388
2025-06-09,M045,83755
2025-06-09,M046,44594
2025-06-09,M047,61553
2025-06-09,M048,73875
2025-06-10,M001,9717
2025-06-10,M002,22408
2025-06-10,M003,23242
2025-06-10,M004,46523
2025-06-10,M005,29770
2025-06-10,M006,44544
2025-06-10,M007,28248
2025-06-10,M008,35260
2025-06-10,M009,20963
2025-06-10,M010,42463
2025-06-10,M011,28677
2025-06-10,M012,62394
2025-06-10,M013,26824
2025-06-10,M014,56039
2025-06-10,M015,31837
2025-06-10,M016,42115
2025-06-10,M017,28064
2025-06-10,M018,54582
2025-06-10,M019,32067
2025-06-10,M020,75388
2025-06-10,M021,29411
2025-06-10,M022,37731
2025-06-10,M023,37048
2025-06-10,M024,75586
2025-06-10,M025,32072
2025-06-10,M026,50407
2025-06-10,M027,41893
2025-06-10,M028,86705
2025-06-10,M029,33332
2025-06-10,M030,62618
2025-06-10,M031,28664
2025-06-10,M032,58301
2025-06-10,M033,35354
2025-06-10,M034,81287
2025-06-10,M035,66083
2025-06-10,M036,65148
2025-06-10,M037,24293
2025-06-10,M038,54179
2025-06-10,M039,46313
2025-06-10,M040,104860
2025-06-10,M041,40834
2025-06-10,M042,80245
2025-06-10,M043,41655
2025-06-10,M044,86523
2025-06-10,M045,49301
2025-06-10,M046,62946
2025-06-10,M047,55881
2025-06-10,M048,110749
2025-06-11,M001,13477
2025-06-11,M002,20358
2025-06-11,M003,32770
2025-06-11,M004,28832
2025-06-11,M005,38936
2025-06-11,M006,40341
2025-06-11,M007,42408
2025-06-11,M008,23259
2025-06-11,M009,31326
2025-06-11,M010,39462
2025-06-11,M011,37424
2025-06-11,M012,37722
2025-06-11,M013,34385
2025-06-11,M014,54788
2025-06-11,M015,38845
2025-06-11,M016,28229
2025-06-11,M017,39199
2025-06-11,M018,56912
2025-06-11,M019,45576
2025-06-11,M020,42473
2025-06-11,M021,37533
2025-06-11,M022,35796
2025-06-11,M023,53656
2025-06-11,M024,44151
2025-06-11,M025,42424
2025-06-11,M026,44041
2025-06-11,M027,58735
2025-06-11,M028,49126
2025-06-11,M029,44391
2025-06-11,M030,63823
2025-06-11,M031,41179
2025-06-11,M032,41465
2025-06-11,M033,50811
2025-06-11,M034,67886
2025-06-11,M035,97770
2025-06-11,M036,40573
2025-06-11,M037,36997
2025-06-11,M038,50144
2025-06-11,M039,71166
2025-06-11,M040,64818
2025-06-11,M041,53163
2025-06-11,M042,81124
2025-06-11,M043,55578
2025-06-11,M044,53275
2025-06-11,M045,71259
2025-06-11,M046,56495
2025-06-11,M047,70935
2025-06-11,M048,68039
2025-06-12,M001,18754
2025-06-12,M002,18542
2025-06-12,M003,28762
2025-06-12,M004,28614
2025-06-12,M005,57905
2025-06-12,M006,33560
2025-06-12,M007,32426
2025-06-12,M008,18967
2025-06-12,M009,44024
2025-06-12,M010,37125
2025-06-12,M011,33946
2025-06-12,M012,32940
2025-06-12,M013,47022
2025-06-12,M014,41995
2025-06-12,M015,34531
2025-06-12,M016,23275
2025-06-12,M017,48509
2025-06-12,M018,46299
2025-06-12,M019,40723
2025-06-12,M020,42478
2025-06-12,M021,49876
2025-06-12,M022,31985
2025-06-12,M023,47227
2025-06-12,M024,41898
2025-06-12,M025,64371
2025-06-12,M026,38095
2025-06-12,M027,52671
2025-06-12,M028,46790
2025-06-12,M029,57814
2025-06-12,M030,55663
2025-06-12,M031,33217
2025-06-12,M032,34024
2025-06-12,M033,66377
2025-06-12,M034,63770
2025-06-12,M035,77455
2025-06-12,M036,34150
2025-06-12,M037,48992
2025-06-12,M038,48490
2025-06-12,M039,57919
2025-06-12,M040,60856
2025-06-12,M041,69645
2025-06-12,M042,67223
2025-06-12,M043,46016
2025-06-12,M044,48486
2025-06-12,M045,89707
2025-06-12,M046,45724
2025-06-12,M047,67803
2025-06-12,M048,64820
2025-06-13,M001,17355
2025-06-13,M002,16626
2025-06-13,M003,28576
2025-06-13,M004,34927
2025-06-13,M005,57552
2025-06-13,M006,30438
2025-06-13,M007,35990
2025-06-13,M008,24481
2025-06-13,M009,40969
2025-06-13,M010,31585
2025-06-13,M011,33760
2025-06-13,M012,42208
2025-06-13,M013,42691
2025-06-13,M014,35995
2025-06-13,M015,33736
2025-06-13,M016,31515
2025-06-13,M017,48154
2025-06-13,M018,41139
2025-06-13,M019,38986
2025-06-13,M020,49951
2025-06-13,M021,53595
2025-06-13,M022,27220
2025-06-13,M023,44648
2025-06-13,M024,56933
2025-06-13,M025,55341
2025-06-13,M026,31752
2025-06-13,M027,49121
2025-06-13,M028,57018
2025-06-13,M029,53026
2025-06-13,M030,46999
2025-06-13,M031,37668
2025-06-13,M032,44510
2025-06-13,M033,68834
2025-06-13,M034,58010
2025-06-13,M035,80358
2025-06-13,M036,51129
2025-06-13,M037,44741
2025-06-13,M038,36579
2025-06-13,M039,62412
2025-06-13,M040,73265
2025-06-13,M041,76263
2025-06-13,M042,62407
2025-06-13,M043,48596
2025-06-13,M044,61866
2025-06-13,M045,92659
2025-06-13,M046,41240
2025-06-13,M047,68393
2025-06-13,M048,80488
2025-06-14,M001,8661
2025-06-14,M002,21629
2025-06-14,M003,18797
2025-06-14,M004,41825
2025-06-14,M005,29366
2025-06-14,M006,38461
2025-06-14,M007,25170
2025-06-14,M008,32052
2025-06-14,M009,21676
2025-06-14,M010,39524
2025-06-14,M011,24816
2025-06-14,M012,53011
2025-06-14,M013,22802
2025-06-14,M014,45738
2025-06-14,M015,27083
2025-06-14,M016,38153
2025-06-14,M017,23683
2025-06-14,M018,54583
2025-06-14,M019,31383
2025-06-14,M020,65227
2025-06-14,M021,24621
2025-06-14,M022,38233
2025-06-14,M023,33979
2025-06-14,M024,71072
2025-06-14,M025,31215
2025-06-14,M026,44080
2025-06-14,M027,39636
2025-06-14,M028,68954
2025-06-14,M029,30264
2025-06-14,M030,57185
2025-06-14,M031,28072
2025-06-14,M032,54633
2025-06-14,M033,32536
2025-06-14,M034,76543
2025-06-14,M035,62999
2025-06-14,M036,56272
2025-06-14,M037,24120
2025-06-14,M038,48703
2025-06-14,M039,48683
2025-06-14,M040,95504
2025-06-14,M041,37954
2025-06-14,M042,72436
2025-06-14,M043,34414
2025-06-14,M044,70373
2025-06-14,M045,40779
2025-06-14,M046,54383
2025-06-14,M047,48035
2025-06-14,M048,103942
2025-06-15,M001,11543
2025-06-15,M002,17730
2025-06-15,M003,28925
2025-06-15,M004,26014
2025-06-15,M005,35332
2025-06-15,M006,37444
2025-06-15,M007,33385
2025-06-15,M008,18377
2025-06-15,M009,29841
2025-06-15,M010,38658
2025-06-15,M011,32049
2025-06-15,M012,32309
2025-06-15,M013,33196
2025-06-15,M014,48899
2025-06-15,M015,37271
2025-06-15,M016,22768
2025-06-15,M017,33397
2025-06-15,M018,49368
2025-06-15,M019,42853
2025-06-15,M020,39305
2025-06-15,M021,37402
2025-06-15,M022,34796
2025-06-15,M023,47578
2025-06-15,M024,40614
2025-06-15,M025,41550
2025-06-15,M026,41858
2025-06-15,M027,54997
2025-06-15,M028,43511
2025-06-15,M029,40721
2025-06-15,M030,59943
2025-06-15,M031,33868
2025-06-15,M032,35493
2025-06-15,M033,45514
2025-06-15,M034,69600
2025-06-15,M035,87385
2025-06-15,M036,39561
2025-06-15,M037,31900
2025-06-15,M038,46324
2025-06-15,M039,57754
2025-06-15,M040,54191
2025-06-15,M041,53577
2025-06-15,M042,69065
